s,"n(s,p,L)"
1,5.976
2,0.6905
3,0.3109
4,0.1619
5,0.0917
6,0.0575
7,0.0406
8,0.0277
9,0.0185
10,0.0129
11,0.0088
12,0.0074
13,0.0073
14,0.0046
15,0.0043
16,0.0035
17,0.0022
18,0.0024
19,0.0021
20,0.0024
21,0.0014
22,0.0012
23,0.0013
24,0.0012
25,0.0005
26,0.001
27,0.0009
28,0.0006
29,0.0007
30,0.0003
31,0.0003
32,0.0007
33,0.0003
34,0.0005
35,0.0001
38,0.0004
39,0.0002
42,0.0003
44,0.0002
47,0.0001
48,0.0001
53,0.0001
57,0.0001
81,0.0001
86,0.0001
92,0.0001
98,0.0001
1800,0.0001
1807,0.0001
1825,0.0001
1827,0.0001
1838,0.0001
1840,0.0001
1847,0.0001
1849,0.0001
1851,0.0001
1852,0.0001
1853,0.0001
1855,0.0001
1857,0.0001
1858,0.0001
1860,0.0002
1861,0.0001
1864,0.0005
1865,0.0004
1866,0.0006
1867,0.0001
1868,0.0002
1869,0.0007
1870,0.0004
1871,0.0004
1872,0.0006
1873,0.0004
1874,0.0005
1875,0.0005
1876,0.0006
1877,0.0004
1878,0.0003
1879,0.0009
1880,0.0011
1881,0.0007
1882,0.0009
1883,0.0014
1884,0.001
1885,0.0015
1886,0.0013
1887,0.0023
1888,0.002
1889,0.0015
1890,0.0015
1891,0.002
1892,0.0031
1893,0.0018
1894,0.0027
1895,0.003
1896,0.0027
1897,0.0031
1898,0.0039
1899,0.0047
1900,0.0052
1901,0.0042
1902,0.0058
1903,0.0058
1904,0.0055
1905,0.0054
1906,0.0061
1907,0.0071
1908,0.0065
1909,0.007
1910,0.0084
1911,0.0096
1912,0.0089
1913,0.0103
1914,0.0104
1915,0.0098
1916,0.0096
1917,0.0105
1918,0.0103
1919,0.0125
1920,0.011
1921,0.0127
1922,0.0108
1923,0.0144
1924,0.0131
1925,0.0121
1926,0.0123
1927,0.0131
1928,0.0158
1929,0.0156
1930,0.0177
1931,0.0163
1932,0.0147
1933,0.0163
1934,0.0171
1935,0.0189
1936,0.0142
1937,0.0155
1938,0.0175
1939,0.0149
1940,0.0157
1941,0.0164
1942,0.0166
1943,0.0167
1944,0.0169
1945,0.0169
1946,0.0181
1947,0.0161
1948,0.0204
1949,0.0157
1950,0.015
1951,0.0139
1952,0.0143
1953,0.0142
1954,0.0142
1955,0.0133
1956,0.0136
1957,0.0135
1958,0.014
1959,0.0123
1960,0.012
1961,0.0106
1962,0.0115
1963,0.0097
1964,0.0094
1965,0.0081
1966,0.0065
1967,0.0091
1968,0.0071
1969,0.007
1970,0.0079
1971,0.0077
1972,0.0075
1973,0.0067
1974,0.0059
1975,0.0059
1976,0.0047
1977,0.004
1978,0.0053
1979,0.0035
1980,0.004
1981,0.004
1982,0.0022
1983,0.0028
1984,0.0026
1985,0.0026
1986,0.0025
1987,0.0018
1988,0.0018
1989,0.0013
1990,0.0014
1991,0.0008
1992,0.001
1993,0.0007
1994,0.0016
1995,0.0006
1996,0.0006
1997,0.0003
1998,0.001
1999,0.0003
2000,0.0007
2001,0.0003
2002,0.0004
2003,0.0003
2004,0.0003
2005,0.0002
2006,0.0003
2007,0.0003
2008,0.0001
2009,0.0001
2010,0.0002
2011,0.0004
2013,0.0001
2015,0.0001
2020,0.0001
