s,"n(s,p,L)"
1,2.9024
2,0.8433
3,0.5524
4,0.3899
5,0.2698
6,0.2111
7,0.1638
8,0.1358
9,0.1167
10,0.1047
11,0.0843
12,0.0764
13,0.0663
14,0.0612
15,0.0572
16,0.0526
17,0.0474
18,0.042
19,0.039
20,0.0371
21,0.0331
22,0.0313
23,0.0351
24,0.0319
25,0.0289
26,0.03
27,0.0253
28,0.0249
29,0.0299
30,0.0238
31,0.0232
32,0.021
33,0.0239
34,0.0231
35,0.0215
36,0.023
37,0.0213
38,0.0214
39,0.023
40,0.0228
41,0.017
42,0.0189
43,0.0168
44,0.0205
45,0.0189
46,0.0212
47,0.0192
48,0.0179
49,0.0185
50,0.0191
51,0.016
52,0.0185
53,0.0162
54,0.0162
55,0.0135
56,0.0154
57,0.0139
58,0.0121
59,0.0113
60,0.0132
61,0.0083
62,0.0084
63,0.0061
64,0.0051
65,0.0055
66,0.004
67,0.0031
68,0.0016
69,0.0018
70,0.0011
71,0.0006
72,0.0003
73,0.0001
74,0.0003
76,0.0001
