s,"n(s,p,L)"
1,0.4267
2,0.0282
3,0.0102
4,0.0039
5,0.0013
6,0.0015
7,0.0006
8,0.0001
11,0.0001
13,0.0002
16,0.0001
2192,0.0001
2193,0.0001
2196,0.0001
2197,0.0004
2198,0.0002
2199,0.0001
2200,0.0004
2201,0.0003
2202,0.0002
2203,0.0002
2204,0.0002
2205,0.0003
2206,0.0004
2207,0.0008
2208,0.0007
2209,0.0003
2210,0.0015
2211,0.0018
2212,0.0018
2213,0.0012
2214,0.0014
2215,0.0022
2216,0.0018
2217,0.0036
2218,0.0031
2219,0.0039
2220,0.0042
2221,0.0047
2222,0.0057
2223,0.007
2224,0.0067
2225,0.0057
2226,0.0085
2227,0.008
2228,0.0085
2229,0.0101
2230,0.0097
2231,0.0131
2232,0.0131
2233,0.0137
2234,0.0167
2235,0.0164
2236,0.0168
2237,0.0196
2238,0.02
2239,0.0195
2240,0.0191
2241,0.0236
2242,0.0246
2243,0.0267
2244,0.0263
2245,0.0264
2246,0.027
2247,0.0275
2248,0.0272
2249,0.0258
2250,0.025
2251,0.0269
2252,0.0267
2253,0.0242
2254,0.0253
2255,0.0218
2256,0.0205
2257,0.0224
2258,0.0214
2259,0.0214
2260,0.021
2261,0.0188
2262,0.0175
2263,0.0197
2264,0.0166
2265,0.0142
2266,0.0146
2267,0.0145
2268,0.0133
2269,0.0109
2270,0.0104
2271,0.0093
2272,0.0081
2273,0.0078
2274,0.0081
2275,0.0063
2276,0.0069
2277,0.005
2278,0.0037
2279,0.0041
2280,0.0031
2281,0.0044
2282,0.0032
2283,0.0027
2284,0.0023
2285,0.0023
2286,0.0011
2287,0.0014
2288,0.0008
2289,0.0005
2290,0.0008
2291,0.0007
2292,0.0003
2293,0.0002
2297,0.0002
2298,0.0002
2300,0.0002
2302,0.0001
2303,0.0001
