s,"n(s,p,L)"
1,21.1101
2,3.5758
3,1.9348
4,1.1636
5,0.7502
6,0.5137
7,0.3874
8,0.2768
9,0.223
10,0.1792
11,0.1489
12,0.1212
13,0.1054
14,0.088
15,0.0764
16,0.061
17,0.0573
18,0.0505
19,0.0438
20,0.0366
21,0.0356
22,0.033
23,0.0283
24,0.027
25,0.0237
26,0.0256
27,0.0199
28,0.0189
29,0.0215
30,0.0131
31,0.0147
32,0.0131
33,0.012
34,0.0117
35,0.0103
36,0.0118
37,0.0097
38,0.0096
39,0.0093
40,0.0076
41,0.0085
42,0.0061
43,0.0056
44,0.006
45,0.0058
46,0.0058
47,0.0043
48,0.005
49,0.005
50,0.0039
51,0.0028
52,0.005
53,0.0041
54,0.0039
55,0.0036
56,0.0037
57,0.0037
58,0.004
59,0.0025
60,0.0029
61,0.0039
62,0.0027
63,0.0026
64,0.0019
65,0.0026
66,0.0023
67,0.0017
68,0.0021
69,0.002
70,0.0022
71,0.0014
72,0.0024
73,0.0012
74,0.0009
75,0.0021
76,0.0011
77,0.0015
78,0.0015
79,0.0023
80,0.0012
81,0.0008
82,0.0016
83,0.0012
84,0.001
85,0.0012
86,0.0009
87,0.0009
88,0.0018
89,0.0008
90,0.0013
91,0.0013
92,0.0004
93,0.0008
94,0.001
95,0.001
96,0.0013
97,0.0006
98,0.0008
99,0.0006
100,0.0009
101,0.0005
102,0.0008
103,0.0009
104,0.0007
105,0.0008
106,0.0005
107,0.0008
108,0.0006
109,0.0003
110,0.001
111,0.0007
112,0.0005
113,0.0002
114,0.0007
115,0.0002
116,0.0005
117,0.0007
118,0.0003
119,0.0004
120,0.0006
121,0.0008
122,0.0004
123,0.0004
124,0.0007
125,0.0006
126,0.0002
127,0.0009
128,0.0003
129,0.0005
130,0.0004
131,0.0003
132,0.0005
133,0.0003
134,0.0004
135,0.0005
136,0.0003
137,0.0007
138,0.0003
139,0.0005
140,0.0002
141,0.0003
142,0.0002
143,0.0001
144,0.0005
145,0.0003
146,0.0003
147,0.0006
148,0.0003
149,0.0003
150,0.0003
151,0.0004
152,0.0003
153,0.0005
154,0.0002
156,0.0004
157,0.0004
158,0.0004
159,0.0001
160,0.0002
161,0.0004
162,0.0001
163,0.0001
164,0.0002
165,0.0002
166,0.0003
167,0.0001
168,0.0001
171,0.0001
172,0.0001
173,0.0001
174,0.0001
175,0.0002
176,0.0002
177,0.0002
178,0.0003
179,0.0001
180,0.0001
181,0.0004
183,0.0002
184,0.0001
185,0.0001
186,0.0001
187,0.0002
188,0.0001
191,0.0001
192,0.0001
193,0.0002
194,0.0001
196,0.0001
197,0.0001
198,0.0002
199,0.0001
200,0.0004
201,0.0001
202,0.0002
204,0.0001
205,0.0001
206,0.0001
207,0.0001
208,0.0003
209,0.0002
212,0.0001
213,0.0001
215,0.0001
219,0.0001
221,0.0002
226,0.0002
229,0.0002
231,0.0001
232,0.0002
233,0.0001
234,0.0001
236,0.0001
239,0.0001
241,0.0001
246,0.0001
247,0.0003
248,0.0002
249,0.0001
254,0.0002
257,0.0001
263,0.0001
265,0.0001
271,0.0001
273,0.0002
275,0.0001
276,0.0001
279,0.0001
281,0.0001
282,0.0002
292,0.0002
294,0.0001
296,0.0001
300,0.0001
304,0.0001
307,0.0003
320,0.0001
334,0.0001
336,0.0002
345,0.0001
349,0.0001
351,0.0001
359,0.0001
360,0.0001
370,0.0001
377,0.0001
381,0.0001
387,0.0001
409,0.0001
419,0.0001
423,0.0001
432,0.0001
435,0.0001
440,0.0001
443,0.0001
471,0.0002
517,0.0001
533,0.0001
534,0.0001
557,0.0001
583,0.0001
611,0.0001
642,0.0001
716,0.0001
738,0.0001
752,0.0001
762,0.0001
764,0.0001
785,0.0001
792,0.0001
815,0.0001
836,0.0001
843,0.0001
883,0.0001
911,0.0001
958,0.0001
963,0.0001
969,0.0001
988,0.0001
1002,0.0001
1008,0.0001
1029,0.0001
1049,0.0001
1104,0.0001
1110,0.0001
1162,0.0001
1167,0.0001
1169,0.0001
1171,0.0001
1176,0.0001
1178,0.0001
1188,0.0001
1194,0.0001
1195,0.0001
1196,0.0001
1207,0.0001
1211,0.0001
1212,0.0002
1213,0.0001
1216,0.0001
1219,0.0001
1224,0.0001
1229,0.0001
1233,0.0001
1239,0.0001
1243,0.0001
1246,0.0001
1256,0.0001
1262,0.0001
1264,0.0001
1272,0.0002
1277,0.0001
1281,0.0002
1288,0.0001
1289,0.0002
1290,0.0002
1292,0.0001
1294,0.0001
1295,0.0002
1297,0.0001
1298,0.0001
1304,0.0002
1305,0.0001
1308,0.0001
1309,0.0001
1311,0.0001
1314,0.0001
1316,0.0001
1318,0.0001
1323,0.0001
1329,0.0001
1330,0.0001
1332,0.0002
1340,0.0002
1342,0.0001
1343,0.0001
1345,0.0001
1347,0.0001
1348,0.0001
1351,0.0002
1356,0.0001
1359,0.0001
1360,0.0001
1361,0.0001
1364,0.0001
1367,0.0002
1370,0.0001
1371,0.0001
1373,0.0001
1375,0.0001
1379,0.0001
1382,0.0002
1383,0.0001
1384,0.0005
1386,0.0001
1387,0.0004
1389,0.0001
1390,0.0002
1392,0.0004
1393,0.0004
1394,0.0001
1395,0.0001
1396,0.0001
1397,0.0001
1399,0.0001
1400,0.0003
1401,0.0003
1402,0.0003
1404,0.0005
1405,0.0002
1406,0.0004
1407,0.0001
1408,0.0002
1409,0.0002
1410,0.0004
