s,"n(s,p,L)"
1412,0.0003
1414,0.0004
1415,0.0004
1416,0.0002
1417,0.0005
1418,0.0004
1419,0.0001
1420,0.0005
1421,0.0005
1422,0.0004
1423,0.0005
1424,0.0002
1425,0.0003
1427,0.0003
1428,0.0005
1429,0.0003
1430,0.0002
1431,0.0001
1432,0.0003
1433,0.0001
1434,0.0002
1435,0.0005
1436,0.0003
1437,0.0004
1438,0.0003
1439,0.0005
1440,0.0008
1441,0.0003
1442,0.0003
1443,0.0004
1444,0.0006
1445,0.0003
1446,0.0004
1447,0.0008
1448,0.0001
1449,0.0004
1450,0.0007
1451,0.0005
1452,0.0005
1453,0.0006
1454,0.0007
1455,0.0007
1456,0.0006
1457,0.0003
1458,0.0006
1459,0.0002
1460,0.0003
1461,0.0006
1462,0.0004
1463,0.0004
1464,0.0003
1465,0.0002
1466,0.0006
1467,0.0005
1468,0.0007
1469,0.0003
1470,0.0007
1471,0.0003
1472,0.0006
1473,0.0005
1474,0.0005
1475,0.0006
1476,0.0007
1477,0.0007
1478,0.0007
1479,0.0002
1480,0.0006
1481,0.0011
1482,0.0008
1483,0.0004
1484,0.001
1485,0.0005
1486,0.0006
1487,0.001
1488,0.0008
1489,0.0004
1490,0.001
1491,0.0006
1492,0.0006
1493,0.0005
1494,0.0004
1495,0.0008
1496,0.0009
1497,0.0008
1498,0.0015
1499,0.0011
1500,0.0008
1501,0.0009
1502,0.0011
1503,0.0009
1504,0.0011
1505,0.0014
1506,0.0008
1507,0.0006
1508,0.0017
1509,0.0012
1510,0.0009
1511,0.0013
1512,0.0011
1513,0.0011
1514,0.0014
1515,0.0018
1516,0.0009
1517,0.0014
1518,0.0016
1519,0.0021
1520,0.0014
1521,0.0011
1522,0.0015
1523,0.0016
1524,0.0016
1525,0.0012
1526,0.0016
1527,0.0019
1528,0.0024
1529,0.0016
1530,0.0011
1531,0.0015
1532,0.002
1533,0.0014
1534,0.0023
1535,0.0023
1536,0.0013
1537,0.0031
1538,0.0018
1539,0.0018
1540,0.0029
1541,0.002
1542,0.0028
1543,0.0024
1544,0.0018
1545,0.0023
1546,0.002
1547,0.0028
1548,0.0018
1549,0.0033
1550,0.0017
1551,0.0034
1552,0.0025
1553,0.0031
1554,0.003
1555,0.0026
1556,0.0037
1557,0.0027
1558,0.0031
1559,0.0036
1560,0.0027
1561,0.0037
1562,0.0041
1563,0.002
1564,0.0033
1565,0.0029
1566,0.0029
1567,0.0039
1568,0.0032
1569,0.0033
1570,0.0045
1571,0.0028
1572,0.0041
1573,0.0029
1574,0.0029
1575,0.0052
1576,0.0038
1577,0.005
1578,0.0055
1579,0.0049
1580,0.0056
1581,0.0068
1582,0.0054
1583,0.0057
1584,0.0057
1585,0.0042
1586,0.0055
1587,0.0059
1588,0.0039
1589,0.0054
1590,0.0044
1591,0.0054
1592,0.0052
1593,0.0063
1594,0.0059
1595,0.0062
1596,0.006
1597,0.0047
1598,0.0057
1599,0.007
1600,0.0054
1601,0.007
1602,0.0086
1603,0.0059
1604,0.0059
1605,0.007
1606,0.0068
1607,0.0056
1608,0.008
1609,0.0077
1610,0.0069
1611,0.0075
1612,0.0075
1613,0.0086
1614,0.0067
1615,0.008
1616,0.0075
1617,0.0071
1618,0.0072
1619,0.0073
1620,0.0071
1621,0.0078
1622,0.0069
1623,0.0071
1624,0.0096
1625,0.0094
1626,0.0086
1627,0.0079
1628,0.0098
1629,0.0089
1630,0.0081
1631,0.0078
1632,0.0085
1633,0.0085
1634,0.0081
1635,0.0075
1636,0.0077
1637,0.008
1638,0.0076
1639,0.0077
1640,0.0075
1641,0.0079
1642,0.0083
1643,0.008
1644,0.0079
1645,0.0076
1646,0.0068
1647,0.0083
1648,0.0085
1649,0.0073
1650,0.0082
1651,0.0066
1652,0.0083
1653,0.007
1654,0.0061
1655,0.0078
1656,0.0059
1657,0.0077
1658,0.0072
1659,0.0071
1660,0.0077
1661,0.0061
1662,0.0063
1663,0.0077
1664,0.0055
1665,0.0056
1666,0.006
1667,0.006
1668,0.0054
1669,0.0055
1670,0.0045
1671,0.0052
1672,0.0035
1673,0.0051
1674,0.0047
1675,0.0038
1676,0.0045
1677,0.0045
1678,0.0049
1679,0.0045
1680,0.0049
1681,0.0047
1682,0.0046
1683,0.0033
1684,0.0039
1685,0.0025
1686,0.0029
1687,0.0028
1688,0.0032
1689,0.0031
1690,0.0031
1691,0.0015
1692,0.0022
1693,0.0023
1694,0.0015
1695,0.0018
1696,0.0018
1697,0.0026
1698,0.0015
1699,0.0017
1700,0.0016
1701,0.0022
1702,0.0016
1703,0.0011
1704,0.0009
1705,0.0009
1706,0.0012
1707,0.0015
1708,0.0004
1709,0.0009
1710,0.0008
1711,0.0011
1712,0.001
1713,0.0009
1714,0.0007
1715,0.0006
1716,0.0005
1717,0.0008
1718,0.0005
1719,0.0009
1720,0.0005
1721,0.0007
1722,0.0003
1723,0.0005
1724,0.0005
1726,0.0004
1727,0.0001
1728,0.0004
1729,0.0001
1730,0.0006
1731,0.0001
1732,0.0001
1733,0.0002
1734,0.0004
1736,0.0001
1737,0.0003
1738,0.0001
1739,0.0001
1740,0.0002
1741,0.0001
1742,0.0001
1744,0.0001
1747,0.0002
1750,0.0002
1751,0.0001
1753,0.0001
1769,0.0001
