s,"n(s,p,L)"
1,0.3715
2,0.0721
3,0.0388
4,0.0217
5,0.0144
6,0.0094
7,0.0071
8,0.0039
9,0.0031
10,0.0019
11,0.0014
12,0.0014
13,0.0013
14,0.0007
15,0.0004
16,0.0011
17,0.0004
18,0.0002
19,0.0005
20,0.0004
21,0.0003
22,0.0002
23,0.0002
24,0.0001
25,0.0003
26,0.0001
27,0.0001
28,0.0005
29,0.0004
30,0.0002
31,0.0002
32,0.0001
33,0.0004
34,0.0003
35,0.0001
36,0.0001
37,0.0001
38,0.0001
39,0.0002
40,0.0003
41,0.0004
42,0.0003
43,0.0002
44,0.0002
45,0.0002
46,0.0004
47,0.0002
48,0.0003
49,0.0002
50,0.0001
51,0.0001
52,0.0001
53,0.0007
54,0.0002
55,0.0006
56,0.0002
57,0.0009
58,0.0005
59,0.0009
60,0.0015
61,0.0013
62,0.001
63,0.0019
64,0.0018
65,0.0024
66,0.0032
67,0.0044
68,0.0069
69,0.0072
70,0.0111
71,0.0132
72,0.0167
73,0.022
74,0.0286
75,0.0354
76,0.0495
77,0.0602
78,0.0702
79,0.0804
80,0.0807
81,0.0854
82,0.0852
83,0.0801
84,0.0675
85,0.0599
86,0.0428
87,0.0307
88,0.0195
89,0.0114
90,0.0058
91,0.0026
92,0.0013
93,0.0006
94,0.0001
