s,"n(s,p,L)"
1,0.7711
2,0.0562
3,0.0191
4,0.009
5,0.0032
6,0.0018
7,0.0005
8,0.0011
9,0.0005
10,0.0003
11,0.0002
16,0.0001
17,0.0001
24,0.0001
2129,0.0001
2134,0.0001
2136,0.0001
2138,0.0001
2139,0.0001
2140,0.0003
2142,0.0002
2143,0.0001
2144,0.0001
2145,0.0002
2146,0.0001
2147,0.0005
2148,0.0005
2149,0.0002
2150,0.0006
2151,0.0005
2152,0.0006
2153,0.0003
2154,0.0008
2155,0.001
2156,0.0007
2157,0.001
2158,0.0014
2159,0.0014
2160,0.0016
2161,0.0012
2162,0.0015
2163,0.0017
2164,0.0023
2165,0.0026
2166,0.0041
2167,0.0042
2168,0.0039
2169,0.0052
2170,0.0053
2171,0.0061
2172,0.006
2173,0.0073
2174,0.0075
2175,0.0082
2176,0.0098
2177,0.0093
2178,0.0097
2179,0.0118
2180,0.0115
2181,0.0138
2182,0.0133
2183,0.0149
2184,0.0167
2185,0.0161
2186,0.0191
2187,0.0168
2188,0.0172
2189,0.0206
2190,0.0217
2191,0.0196
2192,0.0206
2193,0.022
2194,0.0212
2195,0.0258
2196,0.0244
2197,0.0253
2198,0.0233
2199,0.0247
2200,0.0252
2201,0.0256
2202,0.0275
2203,0.0209
2204,0.0229
2205,0.0229
2206,0.0205
2207,0.0217
2208,0.0209
2209,0.0204
2210,0.0207
2211,0.0192
2212,0.0178
2213,0.0159
2214,0.0176
2215,0.0154
2216,0.0134
2217,0.0111
2218,0.0116
2219,0.0112
2220,0.0112
2221,0.0113
2222,0.0087
2223,0.0076
2224,0.0076
2225,0.0081
2226,0.0062
2227,0.0064
2228,0.0069
2229,0.0045
2230,0.0038
2231,0.0034
2232,0.0046
2233,0.0023
2234,0.002
2235,0.0035
2236,0.0022
2237,0.001
2238,0.0014
2239,0.0007
2240,0.0009
2241,0.0009
2242,0.0007
2243,0.0007
2244,0.0006
2246,0.0001
2247,0.0002
2248,0.0004
2250,0.0001
2251,0.0002
2252,0.0002
2253,0.0002
2258,0.0001
