s,"n(s,p,L)"
1,13.434
2,1.9843
3,1.0201
4,0.5791
5,0.3488
6,0.2312
7,0.1635
8,0.1249
9,0.0962
10,0.0698
11,0.0567
12,0.0458
13,0.0406
14,0.032
15,0.0253
16,0.0243
17,0.0198
18,0.0189
19,0.0181
20,0.0129
21,0.0102
22,0.0113
23,0.0084
24,0.0082
25,0.0077
26,0.0075
27,0.0046
28,0.0055
29,0.0042
30,0.0045
31,0.0034
32,0.0036
33,0.0037
34,0.0037
35,0.0019
36,0.0029
37,0.0027
38,0.003
39,0.0009
40,0.0014
41,0.0018
42,0.0017
43,0.0011
44,0.0011
45,0.0016
46,0.0017
47,0.0009
48,0.0009
49,0.0009
50,0.0015
51,0.0008
52,0.0015
53,0.0006
54,0.0009
55,0.0007
56,0.0008
57,0.0002
58,0.0013
59,0.0005
60,0.0006
61,0.0006
62,0.0009
63,0.0004
64,0.0008
65,0.0007
66,0.0002
67,0.0007
68,0.0003
69,0.0002
70,0.0001
71,0.0004
73,0.0002
74,0.0003
75,0.0001
76,0.0002
77,0.0005
78,0.0003
80,0.0002
81,0.0003
82,0.0003
83,0.0003
84,0.0003
85,0.0004
86,0.0002
87,0.0002
88,0.0003
89,0.0002
90,0.0001
91,0.0002
92,0.0004
93,0.0002
94,0.0001
96,0.0001
97,0.0003
98,0.0002
100,0.0002
101,0.0003
102,0.0001
103,0.0001
107,0.0001
110,0.0002
112,0.0001
114,0.0001
115,0.0001
116,0.0001
118,0.0001
119,0.0001
121,0.0001
124,0.0001
126,0.0002
131,0.0001
132,0.0001
133,0.0002
135,0.0001
138,0.0001
140,0.0001
142,0.0001
159,0.0001
163,0.0002
164,0.0001
208,0.0001
233,0.0001
255,0.0001
498,0.0001
1171,0.0001
1519,0.0001
1520,0.0001
1521,0.0001
1527,0.0001
1543,0.0001
1547,0.0001
1553,0.0001
1561,0.0001
1572,0.0001
1574,0.0001
1579,0.0001
1584,0.0001
1585,0.0001
1594,0.0001
1600,0.0001
1602,0.0001
1603,0.0001
1604,0.0002
1606,0.0002
1609,0.0001
1612,0.0002
1614,0.0001
1615,0.0001
1616,0.0001
1617,0.0001
1620,0.0001
1621,0.0001
1624,0.0002
1626,0.0001
1627,0.0001
1628,0.0001
1629,0.0003
1630,0.0003
1631,0.0002
1632,0.0004
1633,0.0001
1634,0.0001
1635,0.0001
1637,0.0001
1638,0.0001
1639,0.0002
1640,0.0002
1641,0.0001
1642,0.0002
1644,0.0001
1645,0.0001
1646,0.0005
1647,0.0004
1648,0.0002
1649,0.0001
1650,0.0004
1651,0.0002
1652,0.0005
1653,0.0003
1654,0.0004
1655,0.0003
1656,0.0003
1657,0.0004
1658,0.0001
1659,0.0005
1660,0.0005
1661,0.0004
1662,0.0009
1663,0.0004
1664,0.0005
1665,0.0006
1666,0.0005
1667,0.0002
1668,0.0002
1669,0.0006
1670,0.0008
1671,0.0001
1672,0.0012
1673,0.001
1674,0.0011
1675,0.0008
1676,0.0011
1677,0.0009
1678,0.0007
1679,0.0014
1680,0.001
1681,0.0006
1682,0.0009
1683,0.0009
1684,0.0011
1685,0.0016
1686,0.0013
1687,0.001
1688,0.0017
1689,0.0021
1690,0.0013
1691,0.0017
1692,0.0011
1693,0.0011
1694,0.001
1695,0.0014
1696,0.0016
1697,0.0021
1698,0.002
1699,0.0023
1700,0.0024
1701,0.0018
1702,0.0017
1703,0.0028
1704,0.0029
1705,0.0025
1706,0.003
1707,0.0029
1708,0.0026
1709,0.0038
1710,0.0032
1711,0.0034
1712,0.0033
1713,0.0031
1714,0.005
1715,0.0039
1716,0.0036
1717,0.0036
1718,0.0048
1719,0.0044
1720,0.0047
1721,0.0049
1722,0.0045
1723,0.0049
1724,0.0056
1725,0.0048
1726,0.0071
1727,0.0057
1728,0.0049
1729,0.0063
1730,0.0063
1731,0.0068
1732,0.0064
1733,0.0053
1734,0.0085
1735,0.0075
1736,0.0091
1737,0.0068
1738,0.0075
1739,0.0065
1740,0.0083
1741,0.0103
1742,0.0087
1743,0.0082
1744,0.0084
1745,0.007
1746,0.0097
1747,0.0116
1748,0.0106
1749,0.0088
1750,0.0108
1751,0.0103
1752,0.0109
1753,0.0109
1754,0.0124
1755,0.0092
1756,0.0115
1757,0.0117
1758,0.012
1759,0.0129
1760,0.0121
1761,0.0122
1762,0.0106
1763,0.0119
1764,0.0114
1765,0.0119
1766,0.0122
1767,0.0134
1768,0.0124
1769,0.0117
1770,0.0126
1771,0.0124
1772,0.0123
1773,0.0119
1774,0.0126
1775,0.0129
1776,0.012
1777,0.0124
1778,0.0118
1779,0.0114
1780,0.0135
1781,0.012
1782,0.0094
1783,0.011
1784,0.0105
1785,0.0103
1786,0.0113
1787,0.0107
1788,0.0099
1789,0.0103
1790,0.0088
1791,0.0097
1792,0.0095
1793,0.0078
1794,0.0075
1795,0.0077
1796,0.0068
1797,0.008
1798,0.0075
1799,0.0057
1800,0.0086
1801,0.0081
1802,0.0061
1803,0.0064
1804,0.0077
1805,0.0049
1806,0.0058
1807,0.0053
1808,0.0054
1809,0.0047
1810,0.0049
1811,0.0031
1812,0.0044
1813,0.0024
1814,0.0034
1815,0.0038
1816,0.0023
1817,0.0029
1818,0.002
1819,0.0024
1820,0.0023
1821,0.0018
1822,0.0028
1823,0.0022
1824,0.001
1825,0.0014
1826,0.002
1827,0.0017
1828,0.0012
1829,0.0018
1830,0.0009
1831,0.0006
1832,0.001
1833,0.0009
1834,0.0003
1835,0.0009
1836,0.0005
1837,0.0007
1838,0.0004
1839,0.0005
1840,0.0001
1841,0.0002
1842,0.0006
1843,0.0007
1844,0.0005
1845,0.0001
1847,0.0006
1848,0.0002
1849,0.0005
1851,0.0002
1852,0.0002
1854,0.0002
1855,0.0001
1856,0.0003
1858,0.0002
1860,0.0001
