s,"n(s,p,L)"
1,28.1567
2,5.2715
3,2.9884
4,1.8383
5,1.216
6,0.874
7,0.654
8,0.5107
9,0.4131
10,0.3322
11,0.2842
12,0.2399
13,0.2021
14,0.1646
15,0.1488
16,0.1337
17,0.1176
18,0.1018
19,0.0926
20,0.0806
21,0.0743
22,0.0715
23,0.0647
24,0.0599
25,0.0545
26,0.0477
27,0.0479
28,0.0421
29,0.0393
30,0.0321
31,0.0343
32,0.0327
33,0.0329
34,0.0299
35,0.0257
36,0.0245
37,0.0245
38,0.0222
39,0.0225
40,0.0196
41,0.019
42,0.0179
43,0.0177
44,0.0156
45,0.0154
46,0.0145
47,0.0125
48,0.0121
49,0.015
50,0.0155
51,0.0117
52,0.0116
53,0.0129
54,0.0105
55,0.0101
56,0.0081
57,0.0097
58,0.0082
59,0.0073
60,0.0092
61,0.0088
62,0.0078
63,0.0075
64,0.0086
65,0.006
66,0.0066
67,0.0064
68,0.006
69,0.0072
70,0.0066
71,0.005
72,0.0057
73,0.0064
74,0.0047
75,0.0062
76,0.0055
77,0.0056
78,0.0064
79,0.0041
80,0.0047
81,0.0038
82,0.0034
83,0.0045
84,0.0043
85,0.0045
86,0.0036
87,0.0037
88,0.0033
89,0.0033
90,0.0031
91,0.004
92,0.0034
93,0.003
94,0.0029
95,0.0031
96,0.0028
97,0.0038
98,0.0033
99,0.0029
100,0.0029
101,0.0033
102,0.0023
103,0.0025
104,0.0031
105,0.0035
106,0.0013
107,0.0024
108,0.0025
109,0.0025
110,0.0022
111,0.002
112,0.0023
113,0.0018
114,0.0028
115,0.0018
116,0.0018
117,0.0026
118,0.003
119,0.002
120,0.0018
121,0.0012
122,0.0021
123,0.0022
124,0.002
125,0.0016
126,0.0018
127,0.0021
128,0.0017
129,0.002
130,0.0016
131,0.0015
132,0.0018
133,0.0016
134,0.0015
135,0.0018
136,0.0015
137,0.0012
138,0.0016
139,0.0009
140,0.0013
141,0.0016
142,0.0012
143,0.0015
144,0.0016
145,0.0011
146,0.0017
147,0.0018
148,0.0021
149,0.0014
150,0.0012
151,0.0013
152,0.0019
153,0.0007
154,0.0011
155,0.0009
156,0.0012
157,0.0009
158,0.0011
159,0.0012
160,0.0005
161,0.0007
162,0.0005
163,0.0009
164,0.0008
165,0.001
166,0.0009
167,0.0009
168,0.0014
169,0.0013
170,0.001
171,0.0008
172,0.0007
173,0.001
174,0.0006
175,0.0009
176,0.0005
177,0.0008
178,0.0006
179,0.0005
180,0.0006
181,0.0007
182,0.0006
183,0.0006
184,0.0006
185,0.0009
186,0.001
187,0.0012
188,0.0006
189,0.0008
190,0.0003
191,0.0004
192,0.0009
193,0.0004
194,0.0003
195,0.0005
196,0.0005
197,0.0003
198,0.0006
199,0.0005
200,0.0005
201,0.0002
202,0.001
203,0.0004
204,0.0007
205,0.0007
206,0.0003
207,0.0006
208,0.0008
209,0.0004
210,0.0008
211,0.0005
212,0.0004
213,0.0003
214,0.0003
215,0.0005
216,0.0006
217,0.0012
218,0.0006
219,0.0003
220,0.0002
221,0.0003
222,0.0002
223,0.0006
224,0.0007
226,0.0005
227,0.0004
228,0.0007
229,0.0006
230,0.0003
231,0.0002
232,0.0006
233,0.0001
234,0.0002
235,0.0002
236,0.0006
237,0.0001
238,0.0002
239,0.0002
240,0.0003
241,0.0004
242,0.0001
243,0.001
244,0.0001
245,0.0001
246,0.0005
247,0.0004
248,0.0002
249,0.0001
250,0.0002
251,0.0003
252,0.0003
253,0.0005
254,0.0005
255,0.0001
256,0.0006
257,0.0004
258,0.0003
259,0.0004
260,0.0007
261,0.0003
262,0.0003
263,0.0003
264,0.0002
265,0.0002
266,0.0003
267,0.0002
269,0.0004
270,0.0004
271,0.0005
272,0.0005
