s,"n(s,p,L)"
1,6.9089
2,0.8326
3,0.3886
4,0.209
5,0.1207
6,0.0768
7,0.051
8,0.0347
9,0.0262
10,0.0179
11,0.0129
12,0.0102
13,0.0069
14,0.0073
15,0.0043
16,0.0051
17,0.0052
18,0.002
19,0.0028
20,0.0023
21,0.0024
22,0.0018
23,0.0012
24,0.0012
25,0.0014
26,0.0008
27,0.0007
28,0.0004
29,0.0004
30,0.0009
31,0.0011
32,0.0005
33,0.0006
34,0.0002
35,0.0002
37,0.0004
38,0.0003
40,0.0002
41,0.0003
43,0.0001
44,0.0002
45,0.0001
46,0.0001
47,0.0005
48,0.0001
49,0.0001
50,0.0001
51,0.0001
53,0.0001
54,0.0001
55,0.0002
57,0.0001
59,0.0001
63,0.0001
72,0.0001
76,0.0001
77,0.0001
83,0.0001
86,0.0001
88,0.0001
163,0.0001
1716,0.0001
1754,0.0001
1783,0.0001
1788,0.0001
1797,0.0001
1806,0.0001
1811,0.0002
1812,0.0001
1818,0.0003
1819,0.0001
1821,0.0001
1823,0.0001
1824,0.0002
1825,0.0001
1827,0.0002
1828,0.0001
1829,0.0003
1830,0.0005
1831,0.0002
1832,0.0002
1833,0.0006
1834,0.0001
1835,0.0001
1836,0.0002
1837,0.0001
1838,0.0006
1839,0.0002
1840,0.0008
1841,0.0002
1842,0.0009
1843,0.0004
1844,0.0003
1845,0.0002
1846,0.0009
1847,0.0006
1848,0.0011
1849,0.0006
1850,0.0006
1851,0.0009
1852,0.0008
1853,0.0013
1854,0.0019
1855,0.0013
1856,0.0018
1857,0.0016
1858,0.0018
1859,0.0014
1860,0.0026
1861,0.0017
1862,0.0025
1863,0.0018
1864,0.0024
1865,0.0028
1866,0.0028
1867,0.0031
1868,0.0038
1869,0.0038
1870,0.0032
1871,0.0038
1872,0.0038
1873,0.0051
1874,0.005
1875,0.0053
1876,0.0044
1877,0.006
1878,0.0058
1879,0.0064
1880,0.0072
1881,0.0082
1882,0.0061
1883,0.0067
1884,0.0081
1885,0.008
1886,0.0098
1887,0.008
1888,0.0097
1889,0.0102
1890,0.0085
1891,0.0116
1892,0.0122
1893,0.0127
1894,0.0129
1895,0.0136
1896,0.0124
1897,0.0134
1898,0.0137
1899,0.0147
1900,0.0161
1901,0.0118
1902,0.0147
1903,0.0159
1904,0.0157
1905,0.0152
1906,0.0147
1907,0.0181
1908,0.0147
1909,0.0163
1910,0.0158
1911,0.0184
1912,0.0149
1913,0.017
1914,0.0138
1915,0.0151
1916,0.0182
1917,0.0151
1918,0.016
1919,0.0137
1920,0.0186
1921,0.0133
1922,0.0167
1923,0.014
1924,0.012
1925,0.0153
1926,0.0167
1927,0.0139
1928,0.0156
1929,0.0139
1930,0.0116
1931,0.0127
1932,0.0128
1933,0.0117
1934,0.0122
1935,0.009
1936,0.0111
1937,0.0087
1938,0.0094
1939,0.008
1940,0.009
1941,0.0079
1942,0.0087
1943,0.0086
1944,0.0094
1945,0.0059
1946,0.0062
1947,0.0053
1948,0.0052
1949,0.0045
1950,0.0052
1951,0.0043
1952,0.0049
1953,0.0036
1954,0.0033
1955,0.0025
1956,0.0034
1957,0.0017
1958,0.0028
1959,0.002
1960,0.0017
1961,0.0019
1962,0.0023
1963,0.0015
1964,0.001
1965,0.0007
1966,0.0013
1967,0.0007
1968,0.0012
1969,0.001
1970,0.001
1971,0.0004
1972,0.0003
1973,0.0002
1974,0.0003
1975,0.0005
1976,0.0004
1977,0.0003
1978,0.0004
1979,0.0001
1980,0.0002
1981,0.0002
1982,0.0002
1983,0.0003
1984,0.0003
1988,0.0002
1989,0.0001
1996,0.0001
