s,"n(s,p,L)"
1,5.8058
2,1.8459
3,1.1369
4,0.7573
5,0.5514
6,0.4028
7,0.3106
8,0.2392
9,0.189
10,0.1516
11,0.1361
12,0.1036
13,0.0899
14,0.0773
15,0.0663
16,0.0532
17,0.0512
18,0.0401
19,0.038
20,0.0311
21,0.0252
22,0.0232
23,0.0179
24,0.0177
25,0.0156
26,0.0153
27,0.0138
28,0.0118
29,0.0105
30,0.0087
31,0.0068
32,0.0059
33,0.0059
34,0.0062
35,0.0041
36,0.0034
37,0.0024
38,0.0025
39,0.0021
40,0.0016
41,0.0011
42,0.0012
43,0.0013
44,0.0013
45,0.0006
46,0.0004
47,0.0007
48,0.0004
49,0.0003
50,0.0004
51,0.0003
52,0.0001
53,0.0002
