s,"n(s,p,L)"
1,0.4737
2,0.097
3,0.0571
4,0.0328
5,0.0215
6,0.0147
7,0.0087
8,0.0071
9,0.0059
10,0.0037
11,0.0041
12,0.0025
13,0.0015
14,0.0016
15,0.0013
16,0.0016
17,0.0008
18,0.0015
19,0.0012
20,0.0002
21,0.0007
22,0.001
23,0.0006
24,0.0006
25,0.0004
26,0.0006
27,0.0006
28,0.0007
29,0.0003
30,0.0004
31,0.0004
32,0.0007
33,0.0003
34,0.0006
36,0.0007
37,0.0012
38,0.0005
39,0.0004
40,0.0003
41,0.0003
42,0.0005
43,0.0007
44,0.0006
45,0.0001
46,0.0003
47,0.0004
48,0.0006
49,0.0011
50,0.001
51,0.0008
52,0.0008
53,0.0012
54,0.0009
55,0.0018
56,0.0014
57,0.0016
58,0.0022
59,0.003
60,0.0025
61,0.0022
62,0.0041
63,0.0033
64,0.0053
65,0.0056
66,0.0077
67,0.0099
68,0.0128
69,0.0159
70,0.0182
71,0.0288
72,0.029
73,0.0352
74,0.0499
75,0.0575
76,0.0626
77,0.0726
78,0.0794
79,0.0854
80,0.0821
81,0.0756
82,0.0643
83,0.0514
84,0.0429
85,0.0308
86,0.0198
87,0.0115
88,0.0059
89,0.0029
90,0.0012
91,0.0008
92,0.0002
