s,"n(s,p,L)"
1,4.6958
2,1.4504
3,0.912
4,0.6444
5,0.4621
6,0.3412
7,0.2715
8,0.2234
9,0.1888
10,0.1611
11,0.1307
12,0.1176
13,0.098
14,0.0821
15,0.0761
16,0.0705
17,0.0633
18,0.051
19,0.0471
20,0.0449
21,0.0379
22,0.0376
23,0.0339
24,0.0308
25,0.0275
26,0.0245
27,0.0256
28,0.024
29,0.0207
30,0.0175
31,0.0196
32,0.0137
33,0.0137
34,0.0144
35,0.0115
36,0.0106
37,0.0092
38,0.0081
39,0.0075
40,0.0067
41,0.0068
42,0.0061
43,0.005
44,0.005
45,0.0042
46,0.0045
47,0.0028
48,0.0042
49,0.0029
50,0.0025
51,0.002
52,0.0023
53,0.0016
54,0.001
55,0.0007
56,0.0005
57,0.0003
58,0.0003
59,0.0005
60,0.0003
61,0.0002
62,0.0001
68,0.0001
71,0.0001
