s,"n(s,p,L)"
1,43.1074
2,9.2722
3,5.5205
4,3.5852
5,2.5273
6,1.8321
7,1.4136
8,1.1489
9,0.9281
10,0.7756
11,0.6598
12,0.5671
13,0.4942
14,0.4381
15,0.3855
16,0.3421
17,0.3165
18,0.2663
19,0.2603
20,0.2326
21,0.211
22,0.1956
23,0.1743
24,0.1674
25,0.162
26,0.14
27,0.1341
28,0.1255
29,0.1191
30,0.1171
31,0.1092
32,0.1012
33,0.0965
34,0.0917
35,0.0879
36,0.0858
37,0.0762
38,0.0738
39,0.0701
40,0.0663
41,0.0632
42,0.0611
43,0.0609
44,0.0578
45,0.0517
46,0.0537
47,0.0524
48,0.0536
49,0.0521
50,0.0515
51,0.0446
52,0.0452
53,0.04
54,0.041
55,0.041
56,0.037
57,0.0368
58,0.035
59,0.0348
60,0.0341
61,0.0329
62,0.0308
63,0.0294
64,0.0279
65,0.033
66,0.0275
67,0.0281
68,0.0277
69,0.0262
70,0.0277
71,0.0259
72,0.0247
73,0.022
74,0.0229
75,0.0203
76,0.0231
77,0.0233
78,0.0232
79,0.0204
80,0.0191
81,0.0201
82,0.0205
83,0.0175
84,0.0179
85,0.0169
86,0.0188
87,0.0203
88,0.019
89,0.0162
90,0.0159
91,0.0166
92,0.0162
93,0.0156
94,0.0152
95,0.0167
96,0.0151
97,0.0149
98,0.0147
99,0.0119
100,0.0131
101,0.014
102,0.0119
103,0.0131
104,0.0138
105,0.0117
106,0.0136
107,0.0123
108,0.0119
109,0.0131
110,0.011
111,0.012
112,0.0113
113,0.0125
114,0.011
115,0.0111
116,0.0111
117,0.0122
118,0.0105
119,0.012
120,0.0084
121,0.0095
122,0.0118
123,0.0103
124,0.0094
125,0.0092
126,0.011
127,0.0082
128,0.0089
129,0.0108
130,0.0102
131,0.0094
132,0.0087
133,0.009
134,0.0098
135,0.0091
136,0.0085
137,0.0079
138,0.0087
139,0.0088
140,0.0081
141,0.0077
142,0.0067
143,0.0062
144,0.0068
145,0.0066
146,0.0073
147,0.0071
148,0.0064
149,0.0083
150,0.0064
151,0.0064
152,0.0078
153,0.0072
154,0.0079
155,0.0053
156,0.0068
157,0.007
158,0.0069
159,0.0056
160,0.0077
161,0.0048
162,0.0068
163,0.0058
164,0.0074
165,0.0068
166,0.007
167,0.0059
168,0.0042
169,0.006
170,0.0052
171,0.0058
172,0.0061
173,0.0051
174,0.0048
175,0.004
176,0.0055
177,0.0062
178,0.0067
179,0.005
180,0.005
181,0.0057
182,0.0068
183,0.0054
184,0.0049
185,0.0059
186,0.0055
187,0.0042
188,0.0063
189,0.0039
190,0.0054
191,0.0045
192,0.005
193,0.0043
194,0.0045
195,0.0054
196,0.0033
197,0.0051
198,0.0052
199,0.0042
200,0.0048
201,0.0047
202,0.0049
203,0.0023
204,0.0039
205,0.0035
206,0.0047
207,0.0035
208,0.004
209,0.0045
210,0.0033
211,0.0041
212,0.004
213,0.005
214,0.0036
215,0.0041
216,0.0044
217,0.0044
218,0.0038
219,0.0045
220,0.0035
221,0.0037
222,0.0038
223,0.0035
224,0.0035
225,0.0024
226,0.0037
227,0.003
228,0.0035
229,0.0029
230,0.0028
231,0.003
232,0.004
233,0.0018
234,0.0049
235,0.0028
236,0.0034
237,0.0038
238,0.0033
239,0.0034
240,0.003
241,0.0031
242,0.0035
243,0.0032
244,0.004
245,0.002
246,0.0026
247,0.0025
248,0.0019
249,0.0033
250,0.0032
251,0.0032
252,0.0024
253,0.0015
254,0.0038
255,0.0031
256,0.004
257,0.002
258,0.0032
259,0.0025
260,0.0032
261,0.0019
262,0.0038
263,0.0019
264,0.0033
265,0.0032
266,0.0028
267,0.0032
268,0.0017
269,0.0025
270,0.0028
271,0.0026
272,0.0023
273,0.0026
274,0.0025
275,0.0023
276,0.0031
277,0.0024
278,0.0021
279,0.0022
280,0.0023
281,0.0035
282,0.0024
283,0.0028
284,0.0025
285,0.0019
286,0.0026
287,0.0021
288,0.0025
289,0.0023
290,0.003
291,0.003
292,0.0029
293,0.0024
294,0.0026
295,0.002
296,0.0021
297,0.0024
298,0.002
299,0.0029
300,0.0027
301,0.0023
302,0.0026
303,0.002
304,0.0025
305,0.002
306,0.0024
307,0.002
308,0.002
309,0.0027
310,0.0018
311,0.0015
312,0.0018
313,0.0018
314,0.0028
315,0.002
316,0.0013
317,0.0019
318,0.0023
319,0.0019
320,0.0017
321,0.0022
322,0.0016
323,0.0025
324,0.0021
325,0.0018
326,0.0021
327,0.002
328,0.0017
329,0.0018
330,0.0017
331,0.0019
332,0.0016
333,0.0015
334,0.0027
335,0.0016
336,0.0023
337,0.002
338,0.0021
339,0.0014
340,0.0019
341,0.0024
342,0.0025
343,0.0016
344,0.0018
345,0.0024
346,0.0014
347,0.0017
348,0.0013
349,0.0021
350,0.001
351,0.0017
352,0.0015
353,0.0018
354,0.0014
355,0.0022
356,0.0024
357,0.0024
358,0.0017
359,0.0014
360,0.0017
361,0.0016
362,0.0018
363,0.0019
364,0.0018
365,0.0011
366,0.0017
367,0.0014
368,0.0013
369,0.0024
370,0.0021
371,0.0011
372,0.0017
373,0.0019
374,0.0016
375,0.0016
376,0.0013
377,0.0017
378,0.0014
379,0.001
380,0.0019
381,0.0016
382,0.0017
383,0.002
384,0.0021
385,0.001
386,0.002
387,0.0011
388,0.0021
389,0.001
390,0.0023
391,0.0015
392,0.0011
393,0.0013
394,0.0017
395,0.0013
396,0.0013
397,0.0016
398,0.0012
399,0.002
400,0.0018
401,0.0014
402,0.002
403,0.0017
404,0.0014
405,0.0013
406,0.002
407,0.0015
408,0.0013
409,0.0011
410,0.0012
411,0.0016
412,0.0016
413,0.0013
414,0.0018
415,0.0017
416,0.0012
417,0.0013
418,0.0014
419,0.0017
420,0.0013
421,0.0008
422,0.002
423,0.0014
424,0.0016
425,0.0013
426,0.0014
427,0.0014
428,0.0009
429,0.0009
430,0.0011
431,0.0013
432,0.0016
433,0.0013
434,0.0016
435,0.0016
436,0.0012
437,0.0014
438,0.0011
439,0.0017
440,0.0011
441,0.0014
442,0.0017
443,0.0011
444,0.0007
445,0.0016
446,0.0014
447,0.0016
448,0.0015
449,0.0016
450,0.0016
451,0.001
452,0.0014
453,0.0014
454,0.0011
455,0.0011
456,0.0014
457,0.0014
458,0.0011
459,0.0012
460,0.0015
461,0.0011
462,0.0013
463,0.0008
464,0.0011
465,0.001
466,0.0014
467,0.0012
468,0.0015
469,0.0014
470,0.0014
471,0.0016
472,0.0012
473,0.0011
474,0.0017
475,0.0013
476,0.0008
477,0.0007
478,0.0009
479,0.001
480,0.0017
481,0.001
482,0.0012
483,0.0014
484,0.0018
485,0.001
486,0.0012
487,0.0013
488,0.0007
489,0.0009
490,0.0015
491,0.0012
492,0.0015
493,0.0013
494,0.0015
495,0.0013
496,0.0015
497,0.0008
498,0.0012
499,0.0012
500,0.0014
501,0.0011
502,0.0009
503,0.0011
504,0.001
505,0.0012
506,0.0007
507,0.0007
508,0.0015
509,0.0005
510,0.0016
511,0.0015
512,0.001
513,0.0015
514,0.0013
515,0.0014
516,0.0012
517,0.0012
518,0.0015
519,0.0013
520,0.001
521,0.0005
522,0.001
523,0.0019
524,0.0014
525,0.0007
526,0.0013
527,0.0012
528,0.0013
529,0.0008
530,0.0016
531,0.0015
532,0.0011
533,0.0009
534,0.001
535,0.0008
536,0.0016
537,0.0011
538,0.0013
539,0.0014
540,0.0018
541,0.0014
542,0.0008
543,0.0006
544,0.0013
545,0.0013
546,0.0009
547,0.0015
548,0.0004
549,0.0012
550,0.0014
551,0.0011
552,0.0012
553,0.0012
554,0.0014
555,0.0012
556,0.001
557,0.001
558,0.0022
559,0.001
560,0.0005
561,0.0013
562,0.0009
563,0.0021
564,0.0004
565,0.0009
566,0.0011
567,0.0013
568,0.0005
569,0.0007
570,0.001
571,0.0005
572,0.0014
573,0.0008
574,0.0015
575,0.0007
576,0.0013
577,0.001
578,0.0014
579,0.0019
580,0.0012
581,0.0011
582,0.0014
583,0.0006
584,0.0013
585,0.0015
586,0.0011
587,0.001
588,0.0015
589,0.0008
590,0.0017
591,0.0016
592,0.0015
593,0.001
594,0.0011
595,0.0013
596,0.001
597,0.0009
598,0.0007
599,0.0009
600,0.0009
601,0.0014
602,0.001
603,0.0011
604,0.0011
605,0.0014
606,0.0013
607,0.0008
608,0.0013
609,0.0011
610,0.0017
611,0.0011
612,0.0008
613,0.0014
614,0.001
615,0.0008
616,0.0009
617,0.001
618,0.0011
619,0.001
620,0.0011
621,0.0014
622,0.0014
623,0.0013
624,0.0009
625,0.0007
626,0.0012
627,0.0007
628,0.0009
629,0.0015
630,0.0012
631,0.001
632,0.0011
633,0.001
634,0.001
635,0.0012
636,0.0005
637,0.0008
638,0.0014
639,0.001
640,0.001
641,0.001
642,0.0009
643,0.0008
644,0.0008
645,0.0009
646,0.0015
647,0.0008
648,0.0009
649,0.0008
650,0.001
651,0.0011
652,0.0007
653,0.0011
654,0.001
655,0.0007
656,0.0006
657,0.0007
658,0.0008
659,0.0007
660,0.0005
661,0.0011
662,0.0011
663,0.0011
664,0.0007
665,0.0016
666,0.0012
667,0.0013
668,0.0013
669,0.0007
670,0.0011
671,0.0014
672,0.0015
673,0.0007
674,0.0009
675,0.0014
676,0.0011
677,0.0008
678,0.0013
679,0.0011
680,0.0008
681,0.0012
682,0.001
683,0.001
684,0.0006
685,0.0011
686,0.0011
687,0.0009
688,0.0009
689,0.0008
690,0.0015
691,0.0009
692,0.0008
693,0.0008
694,0.0011
695,0.0007
696,0.0013
697,0.0016
698,0.0014
699,0.0009
700,0.0014
701,0.0014
702,0.0015
703,0.0008
704,0.001
705,0.0008
706,0.001
707,0.0009
708,0.0008
709,0.0013
710,0.0008
711,0.001
712,0.001
713,0.0014
714,0.0009
715,0.0011
716,0.0009
717,0.0009
718,0.0007
719,0.0013
720,0.0005
721,0.0013
722,0.001
723,0.0011
724,0.0007
725,0.0009
726,0.0013
727,0.0005
728,0.0007
729,0.0008
730,0.0009
731,0.0006
732,0.0009
733,0.0012
734,0.001
735,0.0013
736,0.0011
737,0.0008
738,0.0004
739,0.0012
740,0.0008
741,0.0009
742,0.0016
743,0.0019
744,0.0011
745,0.0013
746,0.0008
747,0.001
748,0.0005
749,0.0006
750,0.0008
751,0.0008
752,0.0015
753,0.0013
754,0.0006
755,0.0009
756,0.0012
757,0.0006
758,0.0013
759,0.0011
760,0.0011
761,0.002
762,0.0008
763,0.002
764,0.0012
765,0.0012
766,0.0004
767,0.0015
768,0.0009
769,0.0015
770,0.0011
771,0.0002
772,0.0004
773,0.0015
774,0.0011
775,0.0013
776,0.0011
777,0.0007
778,0.0008
779,0.0007
780,0.0007
781,0.0013
782,0.0006
783,0.0006
784,0.001
785,0.001
786,0.0012
787,0.0017
788,0.0009
789,0.0014
790,0.0015
791,0.001
792,0.0011
793,0.0007
794,0.001
795,0.0014
796,0.0006
797,0.0016
798,0.0014
799,0.0007
800,0.0011
801,0.0014
802,0.0012
803,0.0008
804,0.001
805,0.0008
806,0.0005
807,0.0011
808,0.0015
809,0.0014
810,0.0012
811,0.0012
812,0.001
813,0.0008
814,0.0013
815,0.0011
816,0.0007
817,0.0014
818,0.0011
819,0.001
820,0.0016
821,0.0012
822,0.0012
823,0.0009
824,0.0012
825,0.001
826,0.0009
827,0.0013
828,0.0007
829,0.0011
830,0.0008
831,0.001
832,0.001
833,0.0007
834,0.0009
835,0.0011
836,0.0009
837,0.0007
838,0.0007
839,0.001
840,0.0008
841,0.0009
842,0.001
843,0.0008
844,0.0019
845,0.0013
846,0.0014
847,0.0013
848,0.0011
849,0.0009
850,0.0008
851,0.0014
852,0.001
853,0.0008
854,0.0011
855,0.0013
856,0.0009
857,0.0006
858,0.0015
859,0.0015
860,0.0015
861,0.0009
862,0.001
863,0.0012
864,0.001
865,0.0014
866,0.0003
867,0.0009
868,0.0013
869,0.0009
870,0.0012
871,0.0008
872,0.0012
873,0.0007
874,0.0011
875,0.0012
876,0.0015
877,0.0012
878,0.0014
879,0.0008
880,0.0008
881,0.0011
882,0.0012
883,0.0015
884,0.0009
885,0.0009
886,0.0009
887,0.0012
888,0.0008
889,0.0012
890,0.0011
891,0.0008
892,0.001
893,0.0011
894,0.0008
895,0.0013
896,0.0013
897,0.0007
898,0.0004
899,0.0011
900,0.0007
901,0.0013
902,0.0017
903,0.001
904,0.001
905,0.0011
906,0.0008
907,0.0011
908,0.0006
909,0.0014
910,0.0013
911,0.001
912,0.0015
913,0.0012
914,0.0013
915,0.001
916,0.0016
917,0.0015
918,0.0013
919,0.0011
920,0.0007
921,0.0016
922,0.0008
923,0.0019
924,0.0015
925,0.0012
926,0.0006
927,0.0012
928,0.0012
929,0.0009
930,0.0007
931,0.0009
932,0.0014
933,0.001
934,0.0014
935,0.0009
936,0.0013
937,0.0011
938,0.0013
939,0.0009
940,0.0012
941,0.0015
942,0.0009
943,0.0015
944,0.0014
945,0.001
946,0.0013
947,0.0014
948,0.0014
949,0.0008
950,0.0011
951,0.0011
952,0.0016
953,0.0016
954,0.0011
955,0.0013
956,0.0012
957,0.001
958,0.0015
959,0.0014
960,0.0015
961,0.0018
962,0.0011
963,0.0016
964,0.0006
965,0.0008
966,0.0014
967,0.0014
968,0.0011
969,0.0011
970,0.001
971,0.0013
972,0.0009
973,0.0009
974,0.0007
975,0.0014
976,0.0013
977,0.0012
978,0.0007
979,0.0017
980,0.0011
981,0.002
982,0.0014
983,0.0009
984,0.0008
985,0.0012
986,0.0011
987,0.001
988,0.0011
989,0.0013
990,0.0014
991,0.001
992,0.001
993,0.001
994,0.0011
995,0.001
996,0.0012
997,0.0009
998,0.001
999,0.0016
1000,0.0009
1001,0.0016
1002,0.0013
1003,0.0016
1004,0.0012
1005,0.0017
1006,0.0008
1007,0.0009
1008,0.0011
1009,0.0009
1010,0.0009
1011,0.0014
1012,0.0015
1013,0.0007
1014,0.0011
1015,0.0014
1016,0.0015
1017,0.0013
1018,0.0016
1019,0.0006
1020,0.0015
1021,0.0008
1022,0.0015
1023,0.0012
1024,0.001
1025,0.0014
1026,0.0012
1027,0.0014
1028,0.0017
1029,0.0013
1030,0.0014
1031,0.001
1032,0.0009
1033,0.0013
1034,0.0017
1035,0.0007
1036,0.0013
1037,0.001
1038,0.0011
1039,0.0013
1040,0.001
1041,0.0012
1042,0.0014
1043,0.001
1044,0.0011
1045,0.001
1046,0.0012
1047,0.0012
1048,0.0018
1049,0.0013
1050,0.0012
1051,0.0012
1052,0.0012
1053,0.0016
1054,0.001
1055,0.001
1056,0.0009
1057,0.0019
1058,0.0013
1059,0.0006
1060,0.0015
1061,0.0023
1062,0.0008
1063,0.0018
1064,0.0013
1065,0.0017
1066,0.0013
1067,0.0008
1068,0.0015
1069,0.0007
1070,0.0013
1071,0.0014
1072,0.0008
1073,0.0005
1074,0.0018
1075,0.0013
1076,0.0017
1077,0.0009
1078,0.0014
1079,0.0011
1080,0.0011
1081,0.001
1082,0.0009
1083,0.0009
1084,0.0017
1085,0.0014
1086,0.0021
1087,0.0018
1088,0.0017
1089,0.0012
1090,0.0012
1091,0.001
1092,0.0012
1093,0.001
1094,0.0012
1095,0.0016
1096,0.001
1097,0.0017
1098,0.0014
1099,0.0009
1100,0.0019
1101,0.0007
1102,0.0008
1103,0.0011
1104,0.0012
1105,0.0017
1106,0.0011
1107,0.0007
1108,0.0011
1109,0.001
1110,0.0014
1111,0.0013
1112,0.0007
1113,0.0014
1114,0.0017
1115,0.0018
1116,0.0016
1117,0.0011
1118,0.0013
1119,0.0005
1120,0.0012
1121,0.0015
1122,0.0012
1123,0.0013
1124,0.0012
1125,0.001
1126,0.0008
1127,0.0017
1128,0.0013
1129,0.002
1130,0.0015
1131,0.0017
1132,0.0009
1133,0.0012
1134,0.0008
1135,0.001
1136,0.0017
1137,0.0013
1138,0.0014
1139,0.0014
1140,0.0013
1141,0.001
1142,0.0008
1143,0.0015
1144,0.0011
1145,0.001
1146,0.0013
1147,0.0008
1148,0.0007
1149,0.0011
1150,0.0019
1151,0.0017
1152,0.0014
1153,0.0012
1154,0.0016
1155,0.0012
1156,0.001
1157,0.0023
1158,0.0007
1159,0.0016
1160,0.001
1161,0.0009
1162,0.0009
1163,0.0008
1164,0.0011
1165,0.0011
1166,0.0008
1167,0.0013
1168,0.0015
1169,0.0008
1170,0.0008
1171,0.0012
1172,0.0007
1173,0.0007
1174,0.0007
1175,0.0006
1176,0.0011
1177,0.001
1178,0.0022
1179,0.0012
1180,0.0011
1181,0.0011
1182,0.0011
1183,0.0014
1184,0.0009
1185,0.0004
1186,0.001
1187,0.0009
1188,0.0012
1189,0.0008
1190,0.0013
1191,0.0012
1192,0.0007
1193,0.0009
1194,0.0005
1195,0.0015
1196,0.0011
1197,0.0008
1198,0.0013
1199,0.0008
1200,0.0007
1201,0.0011
1202,0.0007
1203,0.0012
1204,0.0008
1205,0.0009
1206,0.0014
1207,0.0008
1208,0.0008
1209,0.0008
1210,0.0011
1211,0.0005
1212,0.0005
1213,0.0004
1214,0.0006
1215,0.0008
1216,0.0011
1217,0.0012
1218,0.0008
1219,0.0008
1220,0.0003
1221,0.0007
1222,0.0011
1223,0.0004
1224,0.0015
1225,0.0005
1226,0.0009
1227,0.001
1228,0.0012
1229,0.0009
1230,0.001
1231,0.0007
1232,0.001
1233,0.0009
1234,0.0007
1235,0.001
1236,0.0012
1237,0.0007
1238,0.0009
1239,0.0003
1240,0.0007
1241,0.0008
1242,0.0008
1243,0.0007
1244,0.0006
1245,0.0008
1246,0.001
1247,0.0012
1248,0.0005
1249,0.0005
1250,0.0004
1251,0.0005
1252,0.0011
1253,0.0012
1254,0.0008
1255,0.0005
1256,0.0006
1257,0.001
1258,0.001
1259,0.001
1260,0.0005
1261,0.0006
1262,0.0007
1263,0.0004
1264,0.0004
1265,0.001
1266,0.0008
1267,0.0009
1268,0.0004
1269,0.0007
1270,0.0006
1271,0.0003
1272,0.0007
1273,0.0009
1274,0.0008
1275,0.0007
1276,0.0005
1277,0.0006
1278,0.0003
1279,0.0009
1280,0.0006
1281,0.0006
1282,0.0005
1283,0.0004
1284,0.0002
1285,0.0003
1286,0.0001
1287,0.0005
1288,0.0006
1289,0.0011
1290,0.0004
1291,0.0004
1292,0.0005
1293,0.0007
1294,0.001
1295,0.0006
1296,0.0005
1297,0.0006
1298,0.001
1299,0.0006
1300,0.0006
1301,0.0005
1302,0.0003
1303,0.0007
1304,0.0004
1305,0.0006
1306,0.0006
1307,0.0005
1308,0.0004
1310,0.0003
1311,0.0005
1312,0.0004
1314,0.0006
1315,0.0005
1316,0.0001
1317,0.0005
1318,0.0004
1319,0.0005
1320,0.0007
1321,0.0001
1322,0.0004
1324,0.0003
1325,0.0004
1326,0.0006
1327,0.0004
1328,0.0004
1329,0.0002
1330,0.0006
1331,0.0007
1332,0.0003
1334,0.0007
1335,0.0006
1336,0.0002
1337,0.0004
1338,0.0005
1339,0.0005
1340,0.0002
1341,0.0003
1342,0.0004
1343,0.0001
1344,0.0005
1346,0.0002
1347,0.0002
1350,0.0001
1351,0.0004
1352,0.0003
1353,0.0002
1354,0.0003
1355,0.0003
1356,0.0003
1357,0.0002
1358,0.0001
1360,0.0003
1361,0.0004
1362,0.0001
1363,0.0001
1364,0.0002
1365,0.0003
1366,0.0004
1368,0.0002
1370,0.0002
1371,0.0002
1372,0.0001
1373,0.0002
1375,0.0002
1376,0.0002
1377,0.0002
1378,0.0003
1380,0.0001
1381,0.0001
1382,0.0001
