s,"n(s,p,L)"
1,62.0414
2,14.9683
3,9.2646
4,6.1641
5,4.462
6,3.3146
7,2.6297
8,2.1115
9,1.773
10,1.5057
11,1.2711
12,1.1198
13,0.9831
14,0.8713
15,0.7883
16,0.7163
17,0.6364
18,0.5892
19,0.5227
20,0.4893
21,0.448
22,0.4134
23,0.3828
24,0.3612
25,0.3535
26,0.3226
27,0.3069
28,0.2862
29,0.267
30,0.2633
31,0.2513
32,0.2247
33,0.2271
34,0.2043
35,0.196
36,0.192
37,0.182
38,0.1738
39,0.1674
40,0.155
41,0.1572
42,0.1462
43,0.1435
44,0.1334
45,0.1361
46,0.127
47,0.1206
48,0.118
49,0.109
50,0.1062
51,0.1042
52,0.1078
53,0.0984
54,0.0943
55,0.0919
56,0.0886
57,0.0834
58,0.0846
59,0.0807
60,0.0786
61,0.0795
62,0.0741
63,0.07
64,0.0717
65,0.0707
66,0.0671
67,0.0676
68,0.0623
69,0.0633
70,0.0609
71,0.0583
72,0.0611
73,0.063
74,0.0532
75,0.052
76,0.0575
77,0.0514
78,0.0487
79,0.045
80,0.0523
81,0.0477
82,0.0471
83,0.0438
84,0.0419
85,0.0441
86,0.0449
87,0.0408
88,0.0378
89,0.0396
90,0.0394
91,0.0379
92,0.0386
93,0.0362
94,0.0375
95,0.0373
96,0.0397
97,0.0346
98,0.0334
99,0.0369
100,0.0348
101,0.0338
102,0.0303
103,0.0306
104,0.0291
105,0.0307
106,0.0301
107,0.0262
108,0.0268
109,0.0268
110,0.0267
111,0.0281
112,0.0243
113,0.0239
114,0.0215
115,0.0237
116,0.0227
117,0.0232
118,0.0225
119,0.0242
120,0.0268
121,0.024
122,0.0217
123,0.0243
124,0.0221
125,0.0223
126,0.0188
127,0.0219
128,0.0207
129,0.0201
130,0.0199
131,0.0208
132,0.0208
133,0.0187
134,0.0188
135,0.0189
136,0.0193
137,0.0204
138,0.0176
139,0.0156
140,0.0169
141,0.0171
142,0.0176
143,0.016
144,0.0164
145,0.0162
146,0.0171
147,0.0166
148,0.0146
149,0.0156
150,0.0179
151,0.0172
152,0.0164
153,0.0133
154,0.0138
155,0.0123
156,0.0156
157,0.0143
158,0.016
159,0.0137
160,0.014
161,0.0141
162,0.014
163,0.0122
164,0.012
165,0.0117
166,0.013
167,0.0124
168,0.0124
169,0.012
170,0.0121
171,0.0142
172,0.0136
173,0.0129
174,0.0132
175,0.0109
176,0.0112
177,0.0099
178,0.0108
179,0.0117
180,0.0103
181,0.0108
182,0.0101
183,0.0119
184,0.0118
185,0.0112
186,0.0093
187,0.0091
188,0.0104
189,0.0081
190,0.0093
191,0.0097
192,0.0089
193,0.01
194,0.0091
195,0.009
196,0.0078
197,0.007
198,0.0085
199,0.0082
200,0.0089
201,0.0063
202,0.0082
203,0.0074
204,0.0085
205,0.0074
206,0.0081
207,0.0089
208,0.0083
209,0.0087
210,0.0081
211,0.0077
212,0.0066
213,0.0056
214,0.0077
215,0.0066
216,0.0082
217,0.0078
218,0.0065
219,0.0082
220,0.0083
221,0.0086
222,0.0069
223,0.0068
224,0.0063
225,0.0062
226,0.0067
227,0.0062
228,0.0072
229,0.0065
230,0.0077
231,0.0064
232,0.006
233,0.0073
234,0.0059
235,0.0058
236,0.0054
237,0.0063
238,0.0062
239,0.0051
240,0.0059
241,0.0053
242,0.0054
243,0.0048
244,0.0054
245,0.0059
246,0.0056
247,0.0052
248,0.0044
249,0.0051
250,0.0044
251,0.0063
252,0.0052
253,0.0044
254,0.0055
255,0.007
256,0.0045
257,0.0049
258,0.004
259,0.0037
260,0.0059
261,0.0048
262,0.0049
263,0.0046
264,0.0043
265,0.0048
266,0.0051
267,0.0037
268,0.0037
269,0.0052
270,0.0043
271,0.0039
272,0.0041
273,0.0049
274,0.0042
275,0.0035
276,0.0044
277,0.0036
278,0.0043
279,0.0036
280,0.0043
281,0.0036
282,0.0036
283,0.0033
284,0.004
285,0.0049
286,0.0036
287,0.0045
288,0.0035
289,0.0044
290,0.0035
291,0.0034
292,0.0038
293,0.0055
294,0.0032
295,0.0036
296,0.0041
297,0.0039
298,0.004
299,0.0048
300,0.0032
301,0.0043
302,0.0032
303,0.0034
304,0.0038
305,0.0029
306,0.0035
307,0.0032
308,0.0033
309,0.0029
310,0.0042
311,0.0035
312,0.0037
313,0.0034
314,0.0026
315,0.0031
316,0.0028
317,0.0021
318,0.0024
319,0.0025
320,0.0023
321,0.0034
322,0.0023
323,0.0032
324,0.0026
325,0.0027
326,0.0021
327,0.0025
328,0.0022
329,0.0032
330,0.0031
331,0.0033
332,0.002
333,0.003
334,0.0028
335,0.0035
336,0.002
337,0.0022
338,0.003
339,0.0026
340,0.0023
341,0.0025
342,0.0033
343,0.0018
344,0.0028
345,0.0023
346,0.0027
347,0.0031
348,0.0025
349,0.0023
350,0.002
351,0.0028
352,0.0015
353,0.0024
354,0.0019
355,0.0032
356,0.0018
357,0.0024
358,0.0022
359,0.0021
360,0.003
361,0.0016
362,0.0022
363,0.0025
364,0.0019
365,0.0023
366,0.0032
367,0.0015
368,0.0016
369,0.0027
370,0.0018
371,0.0025
372,0.0016
373,0.002
374,0.0018
375,0.0018
376,0.0019
377,0.0015
378,0.0023
379,0.0022
380,0.0016
381,0.0019
382,0.0025
383,0.0016
384,0.0015
385,0.0016
386,0.0012
387,0.0029
388,0.0024
389,0.0019
390,0.0015
391,0.0018
392,0.0017
393,0.001
394,0.0015
395,0.0019
396,0.0017
397,0.0012
398,0.002
399,0.0018
400,0.002
401,0.0016
402,0.0013
403,0.0011
404,0.002
405,0.0012
406,0.0019
407,0.0007
408,0.0016
409,0.0016
410,0.001
411,0.0011
412,0.0019
413,0.0017
414,0.0011
415,0.0022
416,0.0008
417,0.002
418,0.0012
419,0.0012
420,0.0017
421,0.0015
422,0.0014
423,0.0014
424,0.0013
425,0.0011
426,0.0012
427,0.0012
428,0.0012
429,0.0014
430,0.0018
431,0.001
432,0.0009
433,0.0019
434,0.0009
435,0.0014
436,0.0021
437,0.002
438,0.0015
439,0.0013
440,0.0011
441,0.0012
442,0.001
443,0.0012
444,0.001
445,0.0016
446,0.0017
447,0.0015
448,0.001
449,0.0012
450,0.001
451,0.0015
452,0.0015
453,0.0013
454,0.0011
455,0.0008
456,0.0011
457,0.0011
458,0.0004
459,0.001
460,0.0021
461,0.0018
462,0.0008
463,0.0006
464,0.0013
465,0.0008
466,0.0006
467,0.001
468,0.001
469,0.0012
470,0.0007
471,0.0008
472,0.0007
473,0.0012
474,0.0007
475,0.0007
476,0.0009
477,0.0013
478,0.001
479,0.0014
480,0.0007
481,0.0008
482,0.0013
483,0.0013
484,0.0015
485,0.0014
486,0.0018
487,0.0012
488,0.0007
489,0.0009
490,0.0009
491,0.001
492,0.0011
493,0.0007
494,0.001
495,0.0009
496,0.0004
497,0.0012
498,0.0011
499,0.0007
500,0.0009
501,0.001
502,0.0005
503,0.0004
504,0.0007
505,0.0012
506,0.0016
507,0.001
508,0.0009
509,0.001
510,0.0012
511,0.0008
512,0.0011
513,0.0009
514,0.001
515,0.0011
516,0.0004
517,0.0009
518,0.0008
519,0.0007
520,0.0004
521,0.0005
522,0.0011
523,0.0012
524,0.0008
525,0.0007
526,0.0012
527,0.0006
528,0.0004
529,0.0006
530,0.0002
531,0.0012
532,0.0006
533,0.0008
534,0.0005
535,0.0006
536,0.001
537,0.0005
538,0.0009
539,0.0008
540,0.0005
541,0.0007
542,0.0007
543,0.0002
544,0.0007
545,0.0009
546,0.0007
547,0.0003
548,0.0012
549,0.001
550,0.0005
551,0.0007
552,0.0008
553,0.0006
554,0.0003
555,0.0003
556,0.0005
557,0.0006
558,0.0006
559,0.0005
560,0.0005
561,0.0007
562,0.0004
563,0.0007
564,0.0006
565,0.0004
566,0.0004
567,0.0005
568,0.0007
569,0.0005
570,0.0009
571,0.0002
572,0.0005
573,0.0007
574,0.0001
575,0.0001
576,0.0003
577,0.0006
578,0.0002
579,0.0006
580,0.0005
581,0.0006
582,0.0008
583,0.0007
584,0.0003
585,0.0003
586,0.0003
587,0.0005
588,0.0005
589,0.0004
590,0.0006
591,0.0007
592,0.0006
593,0.0004
594,0.0005
595,0.0004
596,0.0005
597,0.001
598,0.0003
599,0.0005
600,0.0004
601,0.0007
602,0.0003
603,0.0011
604,0.0004
605,0.0005
606,0.0005
607,0.0003
