s,"n(s,p,L)"
1,0.0821
2,0.0036
3,0.0011
4,0.0002
5,0.0001
6,0.0001
10,0.0001
2307,0.0002
2309,0.0001
2311,0.0002
2312,0.0001
2313,0.0001
2314,0.0004
2315,0.0005
2316,0.0008
2317,0.001
2318,0.001
2319,0.0012
2320,0.0018
2321,0.0025
2322,0.0018
2323,0.0025
2324,0.0031
2325,0.0038
2326,0.0047
2327,0.0051
2328,0.0071
2329,0.0068
2330,0.0077
2331,0.01
2332,0.0102
2333,0.0113
2334,0.0145
2335,0.0158
2336,0.0141
2337,0.0191
2338,0.0203
2339,0.022
2340,0.0228
2341,0.0241
2342,0.0264
2343,0.0291
2344,0.032
2345,0.0314
2346,0.0339
2347,0.0305
2348,0.0326
2349,0.0353
2350,0.0339
2351,0.0317
2352,0.0299
2353,0.0334
2354,0.0306
2355,0.0314
2356,0.0309
2357,0.0296
2358,0.0282
2359,0.0237
2360,0.0232
2361,0.0239
2362,0.0207
2363,0.0176
2364,0.0155
2365,0.0145
2366,0.0142
2367,0.0127
2368,0.0116
2369,0.0102
2370,0.0085
2371,0.0062
2372,0.0043
2373,0.0044
2374,0.0043
2375,0.0028
2376,0.0037
2377,0.0014
2378,0.0025
2379,0.0016
2380,0.0008
2381,0.0012
2382,0.0008
2383,0.0008
2384,0.0004
2385,0.0004
2386,0.0002
2387,0.0001
2388,0.0002
2390,0.0001
