s,"n(s,p,L)"
1,79.7792
2,20.7542
3,13.0369
4,8.8255
5,6.3779
6,4.856
7,3.8824
8,3.1429
9,2.6172
10,2.2322
11,1.9301
12,1.6707
13,1.4649
14,1.3204
15,1.1774
16,1.0449
17,0.9444
18,0.8609
19,0.8072
20,0.7402
21,0.6671
22,0.6221
23,0.5661
24,0.5409
25,0.4971
26,0.4748
27,0.4304
28,0.4186
29,0.3801
30,0.3512
31,0.3369
32,0.3242
33,0.3054
34,0.2894
35,0.2763
36,0.267
37,0.2411
38,0.234
39,0.2228
40,0.2161
41,0.2042
42,0.1935
43,0.1894
44,0.1707
45,0.1653
46,0.1648
47,0.1588
48,0.1573
49,0.1419
50,0.1327
51,0.1388
52,0.1277
53,0.128
54,0.1196
55,0.1159
56,0.11
57,0.1049
58,0.0995
59,0.1022
60,0.0985
61,0.0899
62,0.0877
63,0.0851
64,0.0827
65,0.0864
66,0.0834
67,0.074
68,0.0723
69,0.0704
70,0.0674
71,0.0702
72,0.0666
73,0.0604
74,0.0604
75,0.0591
76,0.0578
77,0.0566
78,0.0517
79,0.0531
80,0.051
81,0.048
82,0.0478
83,0.0489
84,0.0472
85,0.0474
86,0.0445
87,0.0443
88,0.0383
89,0.0408
90,0.0367
91,0.037
92,0.0403
93,0.0389
94,0.0339
95,0.0341
96,0.0352
97,0.0326
98,0.0338
99,0.0324
100,0.03
101,0.0304
102,0.0281
103,0.0257
104,0.0282
105,0.0272
106,0.0281
107,0.0265
108,0.0245
109,0.0256
110,0.0225
111,0.023
112,0.0214
113,0.0246
114,0.0203
115,0.0206
116,0.0198
117,0.0222
118,0.0218
119,0.0201
120,0.0176
121,0.0196
122,0.0189
123,0.0161
124,0.0172
125,0.0175
126,0.0153
127,0.0152
128,0.0156
129,0.0163
130,0.0156
131,0.0139
132,0.0143
133,0.0141
134,0.0151
135,0.0132
136,0.0137
137,0.0141
138,0.0108
139,0.0123
140,0.0116
141,0.0103
142,0.0109
143,0.0106
144,0.011
145,0.011
146,0.0113
147,0.01
148,0.0116
149,0.009
150,0.0095
151,0.0092
