s,"n(s,p,L)"
1,66.3282
2,16.3074
3,10.0998
4,6.8009
5,4.8816
6,3.7138
7,2.9538
8,2.3675
9,1.9765
10,1.6627
11,1.4432
12,1.2504
13,1.1197
14,0.9792
15,0.8855
16,0.7968
17,0.7197
18,0.6506
19,0.6024
20,0.5582
21,0.505
22,0.4639
23,0.4396
24,0.412
25,0.3821
26,0.3648
27,0.3269
28,0.3255
29,0.2871
30,0.2775
31,0.2656
32,0.2539
33,0.2344
34,0.2373
35,0.2234
36,0.2101
37,0.2073
38,0.1886
39,0.1867
40,0.18
41,0.1638
42,0.1642
43,0.1534
44,0.1471
45,0.1437
46,0.1318
47,0.1308
48,0.1278
49,0.1193
50,0.1261
51,0.1168
52,0.1151
53,0.1139
54,0.1028
55,0.0969
56,0.1028
57,0.0979
58,0.0945
59,0.0867
60,0.0925
61,0.0844
62,0.0846
63,0.0794
64,0.0777
65,0.0727
66,0.0731
67,0.0713
68,0.0739
69,0.0674
70,0.0637
71,0.0651
72,0.0652
73,0.0617
74,0.0591
75,0.0546
76,0.0554
77,0.0576
78,0.053
79,0.053
80,0.0495
81,0.0496
82,0.0516
83,0.0514
84,0.0494
85,0.0479
86,0.0495
87,0.0449
88,0.0462
89,0.0411
90,0.0428
91,0.0385
92,0.0375
93,0.0392
94,0.0398
95,0.0376
96,0.0368
97,0.037
98,0.0389
99,0.0358
100,0.0347
101,0.0332
102,0.0334
103,0.0338
104,0.0318
105,0.0315
106,0.0312
107,0.03
108,0.0284
109,0.0287
110,0.0271
111,0.0264
112,0.0289
113,0.0259
114,0.0237
115,0.0261
116,0.0268
117,0.0277
118,0.024
119,0.0227
120,0.0236
121,0.0218
122,0.0221
123,0.021
124,0.0218
125,0.021
126,0.0237
127,0.0222
128,0.0217
129,0.0221
130,0.0201
131,0.0204
132,0.0181
133,0.0182
134,0.0197
135,0.02
136,0.0194
137,0.0186
138,0.0182
139,0.0178
140,0.0181
141,0.0183
142,0.0184
143,0.018
144,0.015
145,0.0161
146,0.0158
147,0.0159
148,0.0171
149,0.015
150,0.0141
151,0.0164
152,0.0123
153,0.0135
154,0.0136
155,0.0149
156,0.0132
157,0.0123
158,0.0137
159,0.0146
160,0.013
161,0.0116
162,0.0117
163,0.0143
164,0.0124
165,0.0122
166,0.0119
167,0.0105
168,0.0132
169,0.0131
170,0.0113
171,0.012
172,0.0116
173,0.0106
174,0.0117
175,0.0134
176,0.0119
177,0.0105
178,0.0106
179,0.0109
180,0.0113
181,0.0096
182,0.01
183,0.0102
184,0.0092
185,0.0088
186,0.0112
187,0.0094
188,0.0088
189,0.0096
190,0.0095
191,0.0081
192,0.0086
193,0.0085
194,0.0096
195,0.0068
196,0.0069
197,0.0077
198,0.009
199,0.0072
200,0.007
201,0.0086
202,0.0077
203,0.0079
204,0.0059
205,0.008
206,0.0068
207,0.0084
208,0.0067
209,0.0072
210,0.0062
211,0.0068
212,0.0063
213,0.0078
214,0.0065
215,0.0057
216,0.0052
217,0.0065
218,0.0072
219,0.0059
220,0.0065
221,0.0063
222,0.005
223,0.0063
224,0.0055
225,0.0054
226,0.0063
227,0.0073
228,0.0045
229,0.006
230,0.005
231,0.0068
232,0.0074
233,0.0064
234,0.0055
235,0.0058
236,0.0052
237,0.0053
238,0.0052
239,0.0048
240,0.0059
241,0.0045
242,0.0048
243,0.0049
244,0.0054
245,0.0047
246,0.0044
247,0.0032
248,0.0042
249,0.0058
250,0.0047
251,0.0038
252,0.0044
253,0.005
254,0.0044
255,0.0038
256,0.0038
257,0.004
258,0.004
259,0.0038
260,0.0037
261,0.004
262,0.0048
263,0.0034
264,0.0043
265,0.0048
266,0.0046
267,0.0037
268,0.0043
269,0.0049
270,0.0043
271,0.0041
272,0.0031
273,0.0035
274,0.0033
275,0.0031
276,0.0037
277,0.0042
278,0.0038
279,0.0043
280,0.0034
281,0.004
282,0.0033
283,0.0023
284,0.0029
285,0.0027
286,0.0032
287,0.0034
288,0.0026
289,0.0039
290,0.0023
291,0.0031
292,0.0033
293,0.0029
294,0.0025
295,0.0026
296,0.0024
297,0.0036
298,0.0022
299,0.0026
300,0.0021
301,0.0043
302,0.0032
303,0.0035
304,0.0024
305,0.0027
306,0.0028
307,0.0022
308,0.0018
309,0.0031
310,0.002
311,0.0034
