s,"n(s,p,L)"
1,89.2514
2,23.9526
3,15.0922
4,10.2672
5,7.4999
6,5.735
7,4.5425
8,3.6679
9,3.0625
10,2.5802
11,2.2279
12,1.9503
13,1.7159
14,1.5043
15,1.328
16,1.185
17,1.0801
18,0.9811
19,0.8932
20,0.8221
21,0.7515
22,0.6861
23,0.6178
24,0.5924
25,0.5573
26,0.5008
27,0.4728
28,0.445
29,0.4196
30,0.3857
31,0.3677
32,0.3316
33,0.3339
34,0.3111
35,0.2835
36,0.2659
37,0.2597
38,0.2548
39,0.2175
40,0.2255
41,0.2091
42,0.1924
43,0.1868
44,0.185
45,0.1734
46,0.1646
47,0.1612
48,0.1546
49,0.1354
50,0.1288
51,0.1295
52,0.1293
53,0.1228
54,0.1147
55,0.1075
56,0.1068
57,0.0979
58,0.098
59,0.0894
60,0.0913
61,0.0908
62,0.0821
63,0.0798
64,0.0752
65,0.08
66,0.0683
67,0.0661
68,0.0634
69,0.0619
70,0.0612
71,0.0576
72,0.0546
73,0.0529
74,0.0493
75,0.0512
76,0.049
77,0.0462
78,0.0452
79,0.0439
80,0.0433
81,0.0404
82,0.0372
83,0.0363
84,0.0345
85,0.036
86,0.0326
87,0.0307
88,0.0346
89,0.0304
90,0.029
91,0.0271
92,0.0259
93,0.027
94,0.0274
95,0.0274
96,0.0247
97,0.0212
98,0.0235
99,0.0217
100,0.0225
101,0.0221
102,0.0202
103,0.0222
104,0.0188
105,0.0163
106,0.0209
107,0.0173
108,0.0163
109,0.018
110,0.0164
111,0.0176
112,0.0154
113,0.0158
114,0.0161
115,0.0143
116,0.0146
117,0.0151
118,0.0142
119,0.014
120,0.0113
121,0.0114
122,0.0108
123,0.0114
124,0.0109
125,0.0099
126,0.0085
127,0.0085
128,0.0089
129,0.0089
130,0.007
131,0.0076
132,0.0075
133,0.0082
134,0.0088
135,0.0075
136,0.0079
137,0.0071
138,0.0083
139,0.008
140,0.0074
141,0.0065
142,0.007
143,0.0072
144,0.0064
145,0.0067
146,0.0053
147,0.0062
148,0.0042
149,0.0059
150,0.0047
151,0.0059
152,0.0057
153,0.0045
154,0.0042
155,0.0039
156,0.0039
157,0.0036
158,0.0051
159,0.0049
160,0.0025
161,0.0042
162,0.0045
163,0.0048
164,0.0032
165,0.0042
166,0.0033
167,0.0036
168,0.0034
169,0.0039
170,0.0039
171,0.0036
172,0.0023
173,0.0026
174,0.0033
175,0.0027
176,0.0019
177,0.0025
178,0.0038
179,0.0021
180,0.0024
181,0.0023
182,0.0016
183,0.0021
184,0.0022
185,0.0019
186,0.0017
187,0.002
188,0.0017
189,0.002
190,0.0022
191,0.0022
192,0.0023
193,0.0027
194,0.002
195,0.0018
196,0.0022
197,0.0011
198,0.0016
199,0.002
200,0.0013
201,0.0014
202,0.0018
203,0.0013
204,0.0012
205,0.001
206,0.0007
207,0.0014
208,0.0011
209,0.001
210,0.0009
211,0.001
212,0.0011
213,0.0012
214,0.0003
215,0.0009
216,0.0012
217,0.0007
218,0.0009
219,0.0005
220,0.0009
221,0.0001
222,0.0006
223,0.0012
224,0.0004
225,0.0006
226,0.0006
227,0.0008
228,0.001
229,0.0011
230,0.0007
231,0.0003
232,0.0007
233,0.0004
234,0.0007
235,0.0007
236,0.0006
237,0.0006
238,0.0007
239,0.0008
240,0.0007
241,0.0003
242,0.0006
243,0.0003
244,0.0003
246,0.0006
247,0.0005
248,0.001
249,0.0004
250,0.0003
251,0.0006
252,0.0004
253,0.0003
254,0.0002
255,0.0005
256,0.0002
257,0.0002
258,0.0009
259,0.0002
260,0.0001
261,0.0006
262,0.0003
263,0.0002
264,0.0003
265,0.0002
266,0.0001
267,0.0002
268,0.0002
269,0.0001
270,0.0003
271,0.0003
272,0.0002
273,0.0005
274,0.0005
275,0.0001
276,0.0001
277,0.0002
280,0.0002
281,0.0002
282,0.0004
283,0.0001
284,0.0002
286,0.0001
288,0.0001
291,0.0001
292,0.0004
293,0.0001
294,0.0001
295,0.0001
297,0.0002
298,0.0001
300,0.0001
301,0.0004
302,0.0001
304,0.0002
305,0.0002
306,0.0003
307,0.0002
308,0.0003
309,0.0003
311,0.0001
312,0.0002
313,0.0002
314,0.0001
315,0.0001
316,0.0001
318,0.0001
319,0.0001
320,0.0002
321,0.0001
323,0.0001
336,0.0001
342,0.0001
344,0.0001
350,0.0001
355,0.0001
361,0.0002
362,0.0001
367,0.0001
368,0.0001
371,0.0001
374,0.0001
376,0.0001
380,0.0001
386,0.0001
401,0.0001
407,0.0001
418,0.0001
419,0.0001
427,0.0001
456,0.0001
476,0.0001
