s,"n(s,p,L)"
1,3.3006
2,0.9534
3,0.6138
4,0.437
5,0.3126
6,0.2467
7,0.2001
8,0.161
9,0.131
10,0.1104
11,0.0977
12,0.0881
13,0.0784
14,0.0679
15,0.0568
16,0.0585
17,0.0523
18,0.0503
19,0.0446
20,0.0432
21,0.0397
22,0.0378
23,0.0341
24,0.0314
25,0.0333
26,0.0301
27,0.0253
28,0.0276
29,0.0267
30,0.0293
31,0.0242
32,0.0217
33,0.0237
34,0.0243
35,0.0236
36,0.0235
37,0.0209
38,0.0201
39,0.0189
40,0.0204
41,0.0188
42,0.0179
43,0.0188
44,0.0173
45,0.0161
46,0.0151
47,0.0171
48,0.0144
49,0.0155
50,0.0142
51,0.015
52,0.0124
53,0.0126
54,0.0114
55,0.0085
56,0.0094
57,0.0087
58,0.0069
59,0.0066
60,0.0055
61,0.004
62,0.0035
63,0.0034
64,0.0033
65,0.0014
66,0.0016
67,0.0014
68,0.0009
69,0.0004
70,0.0005
71,0.0002
73,0.0001
