s,"n(s,p,L)"
902,0.0001
904,0.0001
907,0.0001
911,0.0001
913,0.0001
917,0.0001
918,0.0001
919,0.0001
921,0.0001
923,0.0001
925,0.0001
933,0.0001
934,0.0001
938,0.0001
939,0.0001
944,0.0001
945,0.0001
947,0.0002
948,0.0001
949,0.0001
956,0.0001
958,0.0001
961,0.0001
963,0.0001
964,0.0001
969,0.0001
970,0.0001
976,0.0001
983,0.0001
986,0.0001
987,0.0001
993,0.0002
996,0.0002
999,0.0002
1010,0.0001
1011,0.0001
1014,0.0001
1019,0.0001
1022,0.0001
1024,0.0002
1026,0.0001
1027,0.0001
1030,0.0003
1033,0.0001
1040,0.0001
1043,0.0001
1044,0.0001
1045,0.0001
1046,0.0002
1048,0.0001
1053,0.0001
1055,0.0001
1061,0.0001
1065,0.0001
1067,0.0001
1068,0.0001
1069,0.0002
1070,0.0001
1073,0.0001
1074,0.0002
1075,0.0001
1076,0.0001
1078,0.0002
1079,0.0001
1081,0.0001
1082,0.0001
1083,0.0001
1087,0.0001
1092,0.0002
1093,0.0001
1094,0.0001
1096,0.0003
1097,0.0002
1099,0.0003
1100,0.0001
1101,0.0001
1102,0.0002
1104,0.0001
1106,0.0002
1108,0.0001
1111,0.0002
1112,0.0002
1115,0.0002
1117,0.0001
1118,0.0002
1120,0.0002
1121,0.0002
1122,0.0001
1124,0.0001
1127,0.0002
1129,0.0003
1130,0.0001
1131,0.0002
1133,0.0001
1134,0.0001
1137,0.0002
1138,0.0002
1140,0.0001
1141,0.0001
1142,0.0004
1143,0.0003
1144,0.0001
1145,0.0001
1146,0.0001
1149,0.0001
1150,0.0001
1151,0.0002
1152,0.0002
1156,0.0002
1159,0.0001
1160,0.0001
1163,0.0001
1164,0.0002
1165,0.0003
1167,0.0002
1168,0.0002
1169,0.0001
1170,0.0001
1171,0.0002
1173,0.0001
1175,0.0002
1176,0.0002
1177,0.0001
1179,0.0002
1180,0.0004
1181,0.0002
1182,0.0003
1183,0.0002
1184,0.0002
1186,0.0001
1187,0.0002
1188,0.0001
1189,0.0001
1190,0.0003
1191,0.0003
1192,0.0001
1193,0.0002
1194,0.0003
1195,0.0001
1196,0.0001
1197,0.0003
1201,0.0003
1202,0.0001
1203,0.0001
1204,0.0002
1205,0.0003
1206,0.0001
1207,0.0004
1208,0.0001
1209,0.0004
1210,0.0001
1211,0.0001
1212,0.0003
1213,0.0002
1214,0.0002
1216,0.0003
1217,0.0001
1218,0.0003
1219,0.0001
1220,0.0001
1221,0.0002
1222,0.0003
1225,0.0001
1226,0.0001
1227,0.0001
1228,0.0006
1229,0.0002
1230,0.0002
1231,0.0001
1232,0.0001
1233,0.0001
1234,0.0003
1235,0.0002
1236,0.0004
1239,0.0002
1241,0.0003
1242,0.0002
1244,0.0001
1245,0.0003
1246,0.0002
1247,0.0001
1249,0.0003
1250,0.0003
1251,0.0004
1252,0.0002
1253,0.0003
1254,0.0002
1255,0.0004
1256,0.0003
1257,0.0003
1258,0.0003
1259,0.0006
1260,0.0006
1261,0.0004
1262,0.0002
1263,0.0003
1264,0.0002
1265,0.0002
1266,0.0004
1267,0.0003
1268,0.0005
1269,0.0001
1270,0.0003
1271,0.0007
1272,0.0003
1273,0.0002
1274,0.0001
1275,0.0004
1276,0.0002
1277,0.0003
1278,0.0003
1279,0.0004
1280,0.0003
1281,0.0005
1283,0.0002
1284,0.0002
1285,0.0002
1287,0.0004
1288,0.0003
1289,0.0005
1290,0.0003
1291,0.0007
1292,0.0003
1293,0.0005
1294,0.0002
1295,0.0004
1296,0.0001
1297,0.0006
1298,0.0005
1299,0.0001
1300,0.0004
1301,0.0004
1302,0.0005
1303,0.0002
1304,0.0003
1305,0.0005
1307,0.0003
1308,0.0002
1309,0.0004
1310,0.0007
1311,0.0009
1312,0.0002
1313,0.0006
1314,0.0006
1315,0.0004
1316,0.0004
1317,0.0009
1318,0.0003
1319,0.0009
1320,0.0003
1321,0.0005
1322,0.0002
1323,0.0007
1324,0.0006
1325,0.0005
1326,0.0011
1327,0.0004
1328,0.0003
1329,0.0007
1330,0.0004
1331,0.0006
1332,0.0006
1333,0.0007
1334,0.0006
1335,0.0007
1336,0.0008
1337,0.0013
1338,0.0005
1339,0.0008
1340,0.0005
1341,0.0004
1342,0.0006
1343,0.0008
1344,0.0005
1345,0.0011
1346,0.0008
1347,0.001
1348,0.0005
1349,0.0007
1350,0.0003
1351,0.0012
1352,0.0002
1353,0.0008
1354,0.0006
1355,0.0008
1356,0.0008
1357,0.0006
1358,0.0009
1359,0.0007
1360,0.0009
1361,0.0006
1362,0.0006
1363,0.0009
1364,0.0005
1365,0.0013
1366,0.0008
1367,0.0005
1368,0.0013
1369,0.0007
1370,0.0015
1371,0.0011
1372,0.0005
1373,0.0005
1374,0.0008
1375,0.0008
1376,0.0013
1377,0.0008
1378,0.0011
1379,0.001
1380,0.0008
1381,0.0006
1382,0.0012
1383,0.0015
1384,0.0015
1385,0.001
1386,0.0007
1387,0.0011
1388,0.0008
1389,0.001
1390,0.0012
1391,0.0014
1392,0.0011
1393,0.0012
1394,0.0014
1395,0.001
1396,0.0012
1397,0.0016
1398,0.0015
1399,0.0016
1400,0.0012
1401,0.0012
1402,0.0015
1403,0.0014
1404,0.0019
1405,0.001
1406,0.0018
1407,0.0013
1408,0.0014
1409,0.0019
1410,0.0013
1411,0.0012
1412,0.0014
1413,0.0013
1414,0.0019
1415,0.0013
1416,0.0013
1417,0.0006
1418,0.002
1419,0.0026
1420,0.0014
1421,0.0015
1422,0.002
1423,0.0022
1424,0.001
1425,0.0016
1426,0.002
1427,0.0017
1428,0.0021
1429,0.0014
1430,0.0014
1431,0.0012
1432,0.0013
1433,0.0023
1434,0.0022
1435,0.002
1436,0.0015
1437,0.0017
1438,0.0029
1439,0.0023
1440,0.0019
1441,0.0013
1442,0.0021
1443,0.0021
1444,0.0019
1445,0.0018
1446,0.0017
1447,0.0036
1448,0.0028
1449,0.0025
1450,0.0027
1451,0.0024
1452,0.0022
1453,0.0029
1454,0.0029
1455,0.0024
1456,0.0027
1457,0.0036
1458,0.0031
1459,0.0018
1460,0.0019
1461,0.0023
1462,0.0028
1463,0.0027
1464,0.0034
1465,0.003
1466,0.0027
1467,0.0032
1468,0.002
1469,0.0026
1470,0.0038
1471,0.0039
1472,0.0039
1473,0.0038
1474,0.0029
1475,0.0019
1476,0.0026
1477,0.0035
1478,0.003
1479,0.0039
1480,0.0036
1481,0.0042
1482,0.0043
1483,0.0042
1484,0.0052
1485,0.0039
1486,0.0028
1487,0.0034
1488,0.0039
1489,0.0027
1490,0.0035
1491,0.0035
1492,0.0042
1493,0.0041
1494,0.0034
1495,0.0051
1496,0.0051
1497,0.0043
1498,0.0036
1499,0.0048
1500,0.004
1501,0.005
1502,0.0042
1503,0.0046
1504,0.0047
1505,0.004
1506,0.005
1507,0.005
1508,0.0031
1509,0.0051
1510,0.0041
1511,0.0053
1512,0.0043
1513,0.004
1514,0.0046
1515,0.0049
1516,0.0063
1517,0.0051
1518,0.0048
1519,0.0048
1520,0.0047
1521,0.005
1522,0.0053
1523,0.0059
1524,0.006
1525,0.0062
1526,0.0045
1527,0.0057
1528,0.0056
1529,0.0045
1530,0.0047
1531,0.0056
1532,0.0056
1533,0.0057
1534,0.0052
1535,0.005
1536,0.0052
1537,0.0048
1538,0.0053
1539,0.0059
1540,0.006
1541,0.0056
1542,0.0054
1543,0.0049
1544,0.0052
1545,0.0067
1546,0.0047
1547,0.0063
1548,0.0053
1549,0.0057
1550,0.0049
1551,0.006
1552,0.0052
1553,0.0058
1554,0.0049
1555,0.0055
1556,0.0059
1557,0.0046
1558,0.005
1559,0.0056
1560,0.0054
1561,0.005
1562,0.006
1563,0.0061
1564,0.0052
1565,0.0062
1566,0.0061
1567,0.0048
1568,0.0066
1569,0.0055
1570,0.007
1571,0.0056
1572,0.0056
1573,0.0056
1574,0.0046
1575,0.0048
1576,0.0052
1577,0.0051
1578,0.006
1579,0.0058
1580,0.0054
1581,0.0044
1582,0.005
1583,0.0054
1584,0.0046
1585,0.0036
1586,0.0047
1587,0.0037
1588,0.0049
1589,0.0051
1590,0.005
1591,0.0046
1592,0.0034
1593,0.0047
1594,0.0048
1595,0.0047
1596,0.0043
1597,0.0038
1598,0.0039
1599,0.0033
1600,0.0041
1601,0.0023
1602,0.0049
1603,0.004
1604,0.0044
1605,0.0034
1606,0.0036
1607,0.0026
1608,0.0028
1609,0.0027
1610,0.0032
1611,0.0035
1612,0.003
1613,0.0031
1614,0.0025
1615,0.0034
1616,0.0023
1617,0.0026
1618,0.0033
1619,0.0026
1620,0.0029
1621,0.0017
1622,0.0031
1623,0.0011
1624,0.0018
1625,0.0012
1626,0.0013
1627,0.0014
1628,0.0016
1629,0.0019
1630,0.0015
1631,0.0009
1632,0.0015
1633,0.0012
1634,0.0019
1635,0.0015
1636,0.0011
1637,0.0008
1638,0.0012
1639,0.0011
1640,0.0005
1641,0.0012
1642,0.0006
1643,0.0008
1644,0.0007
1645,0.0006
1646,0.0005
1647,0.0008
1648,0.0006
1649,0.0005
1650,0.0006
1651,0.0008
1652,0.0007
1653,0.0003
1654,0.0005
1655,0.0004
1656,0.0006
1657,0.0002
1658,0.0003
1659,0.0004
1660,0.0002
1661,0.0004
1662,0.0002
1663,0.0004
1664,0.0001
1665,0.0002
1666,0.0001
1667,0.0001
1668,0.0003
1671,0.0001
1672,0.0001
1673,0.0001
1674,0.0001
1675,0.0001
1680,0.0002
1682,0.0001
1684,0.0001
1688,0.0001
1693,0.0001
1707,0.0001
