s,"n(s,p,L)"
1,1.6161
2,0.1285
3,0.0513
4,0.0244
5,0.0122
6,0.0068
7,0.0047
8,0.0022
9,0.002
10,0.0009
11,0.0004
12,0.0007
13,0.0004
14,0.0003
15,0.0002
16,0.0004
18,0.0002
20,0.0004
22,0.0001
24,0.0001
41,0.0001
2056,0.0001
2057,0.0001
2060,0.0001
2061,0.0001
2062,0.0001
2063,0.0002
2065,0.0005
2066,0.0003
2067,0.0004
2068,0.0005
2069,0.0004
2070,0.0006
2071,0.0005
2072,0.0003
2073,0.0006
2074,0.0007
2075,0.0014
2076,0.0019
2077,0.001
2078,0.0014
2079,0.0016
2080,0.001
2081,0.0017
2082,0.0019
2083,0.0021
2084,0.0022
2085,0.0026
2086,0.0028
2087,0.0033
2088,0.0035
2089,0.0043
2090,0.0036
2091,0.0053
2092,0.0066
2093,0.0055
2094,0.0068
2095,0.0061
2096,0.0084
2097,0.008
2098,0.0095
2099,0.0094
2100,0.0094
2101,0.0107
2102,0.0113
2103,0.0122
2104,0.013
2105,0.0133
2106,0.0167
2107,0.0143
2108,0.015
2109,0.0155
2110,0.0156
2111,0.0136
2112,0.019
2113,0.0199
2114,0.0176
2115,0.0202
2116,0.0186
2117,0.0217
2118,0.0216
2119,0.0211
2120,0.022
2121,0.0203
2122,0.022
2123,0.0235
2124,0.0215
2125,0.022
2126,0.0231
2127,0.0211
2128,0.0231
2129,0.0185
2130,0.0208
2131,0.0165
2132,0.019
2133,0.0198
2134,0.0171
2135,0.0167
2136,0.0171
2137,0.0169
2138,0.0156
2139,0.0152
2140,0.0149
2141,0.0147
2142,0.0127
2143,0.0122
2144,0.0122
2145,0.0116
2146,0.0101
2147,0.0101
2148,0.0076
2149,0.0063
2150,0.0068
2151,0.0064
2152,0.0061
2153,0.0064
2154,0.005
2155,0.0049
2156,0.0035
2157,0.0028
2158,0.004
2159,0.0036
2160,0.0031
2161,0.002
2162,0.0014
2163,0.001
2164,0.0017
2165,0.0013
2166,0.0011
2167,0.0013
2168,0.0014
2169,0.0005
2170,0.0006
2171,0.0007
2172,0.0004
2173,0.0003
2174,0.0004
2175,0.0002
2176,0.0003
2177,0.0001
2178,0.0002
2180,0.0001
2182,0.0001
2183,0.0001
2184,0.0001
2185,0.0001
2187,0.0001
