s,"n(s,p,L)"
1,104.5099
2,29.2946
3,18.4195
4,12.5593
5,9.1001
6,6.9088
7,5.4598
8,4.3631
9,3.6183
10,3.0776
11,2.5868
12,2.2548
13,1.9654
14,1.7093
15,1.5221
16,1.3448
17,1.1916
18,1.0673
19,0.9669
20,0.8721
21,0.7931
22,0.7339
23,0.6645
24,0.6214
25,0.5586
26,0.5135
27,0.4824
28,0.4389
29,0.4055
30,0.3664
31,0.3592
32,0.3242
33,0.3062
34,0.2806
35,0.2515
36,0.2381
37,0.2278
38,0.2116
39,0.1995
40,0.1952
41,0.1725
42,0.1699
43,0.1548
44,0.1488
45,0.1406
46,0.1346
47,0.1146
48,0.1149
49,0.1074
50,0.1013
51,0.1028
52,0.0898
53,0.0898
54,0.0824
55,0.0765
56,0.0754
57,0.0684
58,0.0643
59,0.0641
60,0.0596
61,0.0617
62,0.0539
63,0.05
64,0.0464
65,0.0435
66,0.0424
67,0.0427
68,0.0388
69,0.042
70,0.0389
71,0.0341
72,0.0329
73,0.0329
74,0.0292
75,0.0279
76,0.0251
77,0.0246
78,0.0231
79,0.0233
80,0.0213
81,0.0204
82,0.0198
83,0.0223
84,0.0208
85,0.0147
86,0.0174
87,0.0143
88,0.013
89,0.0147
90,0.0128
91,0.0119
92,0.0128
93,0.0134
94,0.0096
95,0.0098
96,0.0102
97,0.0113
98,0.0096
99,0.0077
100,0.0075
101,0.0087
102,0.0091
103,0.0077
104,0.0078
105,0.0077
106,0.0066
107,0.0062
108,0.0044
109,0.0065
110,0.0055
111,0.0045
112,0.0042
113,0.0058
114,0.005
115,0.003
116,0.0031
117,0.0024
118,0.0049
119,0.0038
120,0.0034
121,0.0035
122,0.003
123,0.0032
124,0.0028
125,0.0034
126,0.0036
127,0.0026
128,0.0039
129,0.0025
130,0.003
131,0.0032
132,0.0031
133,0.0032
134,0.0029
135,0.0018
136,0.0016
137,0.0023
138,0.0013
139,0.0018
140,0.0016
141,0.0022
142,0.001
143,0.0015
144,0.0015
145,0.0012
146,0.0011
147,0.0012
148,0.0012
149,0.0013
150,0.0006
151,0.0012
152,0.0006
153,0.0007
154,0.0012
155,0.0006
156,0.0007
157,0.0004
158,0.0008
159,0.0008
160,0.0009
161,0.0017
162,0.0011
163,0.0008
164,0.0005
165,0.0002
166,0.0006
167,0.0008
168,0.0008
169,0.0003
170,0.0005
171,0.0005
172,0.0005
173,0.0007
174,0.0005
175,0.0006
176,0.0003
178,0.0005
179,0.0004
180,0.0004
181,0.0004
182,0.0006
183,0.0006
184,0.0004
185,0.0004
186,0.0003
187,0.0002
188,0.0005
190,0.0003
191,0.0003
192,0.0002
194,0.0004
195,0.0002
196,0.0002
197,0.0001
198,0.0004
199,0.0004
200,0.0003
201,0.0002
202,0.0002
203,0.0001
205,0.0001
206,0.0001
207,0.0004
208,0.0001
213,0.0001
214,0.0001
215,0.0002
216,0.0001
217,0.0001
219,0.0002
221,0.0001
225,0.0001
226,0.0001
235,0.0001
237,0.0001
238,0.0002
240,0.0001
249,0.0001
250,0.0002
254,0.0001
256,0.0001
258,0.0001
265,0.0001
276,0.0001
277,0.0001
