s,"n(s,p,L)"
1,0.1921
2,0.034
3,0.0174
4,0.0098
5,0.0039
6,0.0043
7,0.0014
8,0.001
9,0.0015
10,0.0007
11,0.0006
12,0.0002
13,0.0004
14,0.0001
15,0.0001
16,0.0001
17,0.0001
18,0.0001
19,0.0001
20,0.0002
22,0.0001
26,0.0001
49,0.0001
52,0.0001
53,0.0002
54,0.0001
55,0.0001
58,0.0001
59,0.0001
60,0.0002
62,0.0001
63,0.0002
64,0.0002
65,0.0003
66,0.0001
67,0.0006
68,0.0005
69,0.0008
70,0.0011
71,0.0023
72,0.0026
73,0.0022
74,0.0043
75,0.0077
76,0.0095
77,0.0165
78,0.023
79,0.0309
80,0.044
81,0.0618
82,0.0728
83,0.0874
84,0.0928
85,0.1054
86,0.0989
87,0.0895
88,0.0801
89,0.0613
90,0.0464
91,0.0276
92,0.015
93,0.0082
94,0.0031
95,0.0014
96,0.0003
98,0.0001
