s,"n(s,p,L)"
1,0.523
2,0.1114
3,0.0656
4,0.036
5,0.0245
6,0.0167
7,0.0124
8,0.0083
9,0.0074
10,0.0046
11,0.004
12,0.0031
13,0.0031
14,0.0025
15,0.0023
16,0.0012
17,0.0011
18,0.0014
19,0.0009
20,0.0012
21,0.0008
22,0.0007
23,0.0006
24,0.0012
25,0.0008
26,0.0009
27,0.0006
28,0.001
29,0.0008
30,0.0002
31,0.0007
32,0.0005
33,0.0007
34,0.0007
35,0.0009
36,0.001
37,0.0004
38,0.0006
39,0.0008
40,0.0007
41,0.001
42,0.001
43,0.0005
44,0.0009
45,0.0005
46,0.0006
47,0.0011
48,0.0009
49,0.001
50,0.0005
51,0.0015
52,0.0016
53,0.0014
54,0.0019
55,0.0015
56,0.0022
57,0.0027
58,0.0021
59,0.0034
60,0.0027
61,0.0037
62,0.0051
63,0.0041
64,0.0072
65,0.0097
66,0.011
67,0.0134
68,0.0181
69,0.0198
70,0.0253
71,0.0331
72,0.0397
73,0.0474
74,0.0546
75,0.0664
76,0.07
77,0.0722
78,0.0746
79,0.08
80,0.074
81,0.0603
82,0.0526
83,0.043
84,0.0314
85,0.0202
86,0.0141
87,0.0078
88,0.0046
89,0.0017
90,0.0008
91,0.0003
