s,"n(s,p,L)"
1,158.0659
2,47.1899
3,28.513
4,18.4582
5,12.6272
6,9.0056
7,6.6093
8,5.0121
9,3.8719
10,3.0402
11,2.4124
12,1.9275
13,1.5764
14,1.2494
15,1.0414
16,0.8525
17,0.7089
18,0.5912
19,0.5011
20,0.4009
21,0.3509
22,0.2962
23,0.2495
24,0.2052
25,0.1676
26,0.1444
27,0.1298
28,0.1103
29,0.0906
30,0.0787
31,0.0657
32,0.0565
33,0.0462
34,0.0427
35,0.0331
36,0.0298
37,0.0259
38,0.0231
39,0.0195
40,0.0161
41,0.0139
42,0.0118
43,0.0096
44,0.0095
45,0.0099
46,0.0081
47,0.0068
48,0.0052
49,0.0057
50,0.0052
51,0.0037
52,0.0026
53,0.0023
54,0.0016
55,0.0032
56,0.0026
57,0.0023
58,0.0009
59,0.0014
60,0.0008
61,0.0012
62,0.001
63,0.0007
64,0.0011
65,0.0003
66,0.0003
67,0.0003
68,0.0002
69,0.0002
70,0.0001
71,0.0002
72,0.0004
73,0.0003
74,0.0002
76,0.0001
78,0.0003
81,0.0001
85,0.0001
97,0.0001
100,0.0001
