s,"n(s,p,L)"
1,18.832
2,3.091
3,1.6748
4,0.9902
5,0.6307
6,0.4341
7,0.314
8,0.2366
9,0.1892
10,0.1452
11,0.1202
12,0.0983
13,0.0806
14,0.0646
15,0.0582
16,0.0513
17,0.0426
18,0.039
19,0.0366
20,0.0339
21,0.0284
22,0.0253
23,0.0218
24,0.0219
25,0.0195
26,0.0207
27,0.0143
28,0.0126
29,0.0127
30,0.0125
31,0.0096
32,0.0109
33,0.0085
34,0.0087
35,0.0083
36,0.0081
37,0.0064
38,0.0077
39,0.0066
40,0.0056
41,0.0057
42,0.0055
43,0.0043
44,0.0041
45,0.0043
46,0.0041
47,0.0037
48,0.0041
49,0.0043
50,0.003
51,0.0035
52,0.0033
53,0.0032
54,0.0036
55,0.0025
56,0.0021
57,0.0023
58,0.0025
59,0.0019
60,0.0029
61,0.0021
62,0.0012
63,0.001
64,0.0013
65,0.0016
66,0.0014
67,0.0014
68,0.0013
69,0.0011
70,0.001
71,0.0025
72,0.0013
73,0.0014
74,0.001
75,0.0018
76,0.001
77,0.0008
78,0.0012
79,0.001
80,0.0007
81,0.0008
82,0.0016
83,0.0011
84,0.0006
85,0.0007
86,0.0013
87,0.001
88,0.001
89,0.0005
90,0.0004
91,0.0003
92,0.0007
93,0.0002
94,0.0006
95,0.0006
96,0.0008
97,0.0004
98,0.0005
99,0.0005
100,0.0006
101,0.0004
102,0.0007
103,0.0004
104,0.0004
105,0.0004
106,0.0006
107,0.0004
108,0.0004
109,0.0006
110,0.0007
111,0.0005
112,0.0002
113,0.0006
114,0.0002
115,0.0001
116,0.0002
117,0.0001
118,0.0001
119,0.0004
120,0.0003
121,0.0005
122,0.0003
123,0.0003
124,0.0005
126,0.0001
128,0.0003
129,0.0003
130,0.0001
131,0.0005
132,0.0001
133,0.0001
134,0.0002
135,0.0002
137,0.0002
138,0.0001
139,0.0003
140,0.0001
141,0.0003
142,0.0001
143,0.0003
144,0.0002
145,0.0002
147,0.0001
148,0.0001
149,0.0001
150,0.0001
151,0.0001
152,0.0001
153,0.0002
154,0.0001
155,0.0001
156,0.0002
157,0.0001
160,0.0001
161,0.0004
162,0.0001
164,0.0002
165,0.0001
166,0.0001
168,0.0002
169,0.0002
170,0.0001
171,0.0001
172,0.0001
173,0.0001
174,0.0001
181,0.0001
184,0.0002
186,0.0002
187,0.0001
188,0.0001
190,0.0001
193,0.0001
194,0.0003
197,0.0001
199,0.0001
201,0.0001
202,0.0001
204,0.0003
205,0.0001
206,0.0001
210,0.0001
211,0.0001
213,0.0001
214,0.0001
217,0.0001
220,0.0001
222,0.0001
225,0.0001
233,0.0001
236,0.0001
241,0.0001
242,0.0001
251,0.0001
256,0.0001
261,0.0001
267,0.0001
271,0.0001
274,0.0001
275,0.0001
285,0.0001
288,0.0001
293,0.0001
294,0.0002
295,0.0001
301,0.0001
313,0.0001
319,0.0001
326,0.0001
340,0.0001
341,0.0001
344,0.0001
398,0.0001
414,0.0001
439,0.0001
464,0.0001
518,0.0001
709,0.0001
939,0.0001
1129,0.0001
1145,0.0001
1148,0.0001
1166,0.0001
1194,0.0001
1227,0.0001
1246,0.0001
1248,0.0001
1249,0.0001
1259,0.0001
1262,0.0001
1278,0.0001
1284,0.0001
1307,0.0001
1309,0.0001
1314,0.0001
1317,0.0001
1330,0.0001
1333,0.0001
1334,0.0001
1336,0.0001
1337,0.0001
1344,0.0001
1349,0.0001
1356,0.0001
1360,0.0001
1363,0.0002
1365,0.0001
1372,0.0001
1375,0.0002
1377,0.0001
1383,0.0001
1385,0.0002
1397,0.0001
1400,0.0001
1402,0.0001
1403,0.0001
1407,0.0001
1411,0.0001
1415,0.0001
1417,0.0001
1420,0.0002
1422,0.0001
1426,0.0002
1427,0.0001
1428,0.0001
1431,0.0001
1432,0.0001
1433,0.0001
1434,0.0003
1435,0.0001
1436,0.0001
1437,0.0001
1439,0.0002
1440,0.0001
1441,0.0002
1442,0.0001
1444,0.0002
1446,0.0002
1447,0.0003
1448,0.0001
1450,0.0002
1451,0.0001
1452,0.0003
1453,0.0003
1454,0.0001
1455,0.0002
1457,0.0001
1458,0.0003
1459,0.0002
1460,0.0001
1461,0.0001
1463,0.0005
1465,0.0005
1466,0.0006
1467,0.0001
1469,0.0001
1470,0.0002
1471,0.0002
1472,0.0001
1473,0.0002
1474,0.0002
1476,0.0003
1477,0.0001
1478,0.0003
1479,0.0002
1480,0.0003
1481,0.0005
1482,0.0002
1484,0.0002
1485,0.0003
