s,"n(s,p,L)"
1,50.2799
2,11.3609
3,6.8772
4,4.5842
5,3.2329
6,2.3581
7,1.8588
8,1.4976
9,1.2202
10,1.0382
11,0.8916
12,0.7695
13,0.6784
14,0.6107
15,0.5326
16,0.4716
17,0.4231
18,0.3839
19,0.3532
20,0.329
21,0.2997
22,0.2758
23,0.252
24,0.2442
25,0.2219
26,0.2161
27,0.1906
28,0.1789
29,0.1634
30,0.1552
31,0.1526
32,0.1476
33,0.1316
34,0.1346
35,0.125
36,0.1238
37,0.1149
38,0.1142
39,0.1076
40,0.1015
41,0.1007
42,0.0936
43,0.0926
44,0.0852
45,0.0853
46,0.0819
47,0.0794
48,0.0752
49,0.0667
50,0.0653
51,0.0668
52,0.0625
53,0.0612
54,0.0573
55,0.0573
56,0.0593
57,0.0554
58,0.0569
59,0.0528
60,0.0528
61,0.0523
62,0.0505
63,0.046
64,0.0502
65,0.0448
66,0.0401
67,0.0381
68,0.0446
69,0.0378
70,0.0369
71,0.0406
72,0.0317
73,0.041
74,0.038
75,0.0343
76,0.034
77,0.0352
78,0.0338
79,0.0304
80,0.0311
81,0.0316
82,0.0279
83,0.0335
84,0.0299
85,0.0312
86,0.0295
87,0.0268
88,0.0271
89,0.0246
90,0.0296
91,0.027
92,0.0227
93,0.0231
94,0.025
95,0.0243
96,0.0231
97,0.0211
98,0.0211
99,0.0195
100,0.0217
101,0.02
102,0.0214
103,0.0216
104,0.0216
105,0.021
106,0.0192
107,0.0193
108,0.0188
109,0.0188
110,0.0185
111,0.0201
112,0.0168
113,0.0182
114,0.0169
115,0.0183
116,0.0155
117,0.0155
118,0.0169
119,0.0166
120,0.0159
121,0.0159
122,0.0164
123,0.0144
124,0.0186
125,0.0157
126,0.0153
127,0.015
128,0.0128
129,0.0129
130,0.013
131,0.0135
132,0.0141
133,0.0147
134,0.013
135,0.0122
136,0.014
137,0.0112
138,0.0154
139,0.0137
140,0.0115
141,0.0138
142,0.0135
143,0.011
144,0.0121
145,0.0113
146,0.0129
147,0.0104
148,0.0142
149,0.0117
150,0.0129
151,0.0101
152,0.0119
153,0.0113
154,0.0094
155,0.0093
156,0.011
157,0.0115
158,0.0101
159,0.0099
160,0.0093
161,0.0088
162,0.0105
163,0.0104
164,0.0104
165,0.0089
166,0.0096
167,0.0089
168,0.0104
169,0.0097
170,0.0086
171,0.008
172,0.0075
173,0.0072
174,0.0076
175,0.0079
176,0.0098
177,0.0086
178,0.0087
179,0.009
180,0.0094
181,0.0078
182,0.0082
183,0.008
184,0.008
185,0.0079
186,0.0084
187,0.0083
188,0.0089
189,0.0056
190,0.0076
191,0.0083
192,0.0077
193,0.0087
194,0.0068
195,0.0071
196,0.0078
197,0.008
198,0.0072
199,0.0055
200,0.0088
201,0.0063
202,0.0073
203,0.0068
204,0.0071
205,0.0058
206,0.0069
207,0.0068
208,0.0047
209,0.0068
210,0.0061
211,0.0062
212,0.0057
213,0.008
214,0.0066
215,0.0067
216,0.0079
217,0.0066
218,0.0043
219,0.0051
220,0.0061
221,0.0057
222,0.0062
223,0.0047
224,0.0056
225,0.0063
226,0.0059
227,0.0052
228,0.0051
229,0.0055
230,0.0056
231,0.0055
232,0.0049
233,0.0048
234,0.006
235,0.0052
236,0.0053
237,0.0044
238,0.0057
239,0.0057
240,0.0054
241,0.005
242,0.0053
243,0.0057
244,0.005
245,0.0062
246,0.0058
247,0.004
248,0.0055
249,0.0043
250,0.0039
251,0.0038
252,0.0042
253,0.0036
254,0.0053
255,0.0055
256,0.0057
257,0.0054
258,0.0047
259,0.0042
260,0.0048
261,0.0046
262,0.0043
263,0.0032
264,0.0047
265,0.0047
266,0.0035
267,0.0045
268,0.0042
269,0.004
270,0.004
271,0.0034
272,0.0047
273,0.004
274,0.0038
275,0.004
276,0.0042
277,0.0045
278,0.0038
279,0.0042
280,0.0044
281,0.0031
282,0.0039
