s,"n(s,p,L)"
1,2.098
2,0.5653
3,0.3746
4,0.2564
5,0.1793
6,0.1353
7,0.1083
8,0.0874
9,0.0758
10,0.0607
11,0.0549
12,0.0497
13,0.0444
14,0.0377
15,0.0375
16,0.0313
17,0.0299
18,0.0281
19,0.0259
20,0.0257
21,0.0206
22,0.0221
23,0.0239
24,0.0195
25,0.0188
26,0.0202
27,0.0177
28,0.0163
29,0.0193
30,0.0173
31,0.0176
32,0.0168
33,0.0175
34,0.0167
35,0.0187
36,0.0164
37,0.0159
38,0.0184
39,0.018
40,0.0174
41,0.0167
42,0.0196
43,0.0183
44,0.0202
45,0.022
46,0.0212
47,0.0205
48,0.0184
49,0.0205
50,0.0215
51,0.021
52,0.0239
53,0.0221
54,0.0276
55,0.0227
56,0.0263
57,0.0247
58,0.0275
59,0.0257
60,0.0269
61,0.0246
62,0.0246
63,0.0226
64,0.0205
65,0.0202
66,0.0202
67,0.0162
68,0.0131
69,0.0124
70,0.0109
71,0.0086
72,0.0059
73,0.0037
74,0.0027
75,0.0025
76,0.0011
77,0.0004
78,0.0002
79,0.0001
80,0.0001
