s,"n(s,p,L)"
1,74.9962
2,19.2266
3,12.0586
4,8.1758
5,5.8838
6,4.4843
7,3.5712
8,2.8813
9,2.4184
10,2.0507
11,1.7802
12,1.5328
13,1.3704
14,1.1872
15,1.0835
16,0.9784
17,0.8969
18,0.7942
19,0.7492
20,0.6667
21,0.6245
22,0.5668
23,0.5314
24,0.5013
25,0.4661
26,0.4206
27,0.415
28,0.3902
29,0.3607
30,0.3395
31,0.3247
32,0.3024
33,0.2872
34,0.2744
35,0.2579
36,0.2502
37,0.2429
38,0.2295
39,0.2177
40,0.2071
41,0.1928
42,0.1893
43,0.183
44,0.174
45,0.1648
46,0.1576
47,0.1455
48,0.1457
49,0.1415
50,0.1425
51,0.1314
52,0.1207
53,0.1166
54,0.1156
55,0.1144
56,0.1105
57,0.1048
58,0.0987
59,0.1039
60,0.0956
61,0.0941
62,0.0936
63,0.0874
64,0.0843
65,0.0802
66,0.0784
67,0.0786
68,0.0763
69,0.0725
70,0.0698
71,0.0711
72,0.0619
73,0.066
74,0.0614
75,0.0632
76,0.0622
77,0.0597
78,0.0562
79,0.0575
80,0.0568
81,0.0555
82,0.0504
83,0.049
84,0.0487
85,0.0497
86,0.0442
87,0.0446
88,0.0449
89,0.044
90,0.0431
91,0.0383
92,0.0377
93,0.0381
94,0.0395
95,0.0369
96,0.0401
97,0.0329
98,0.0358
99,0.0337
100,0.0317
101,0.0333
102,0.032
103,0.0276
104,0.0332
105,0.0303
106,0.0284
107,0.0274
108,0.0282
109,0.0288
110,0.0262
111,0.0258
112,0.0236
113,0.0262
114,0.0248
115,0.0234
116,0.0228
117,0.0214
118,0.0213
119,0.0183
120,0.0215
121,0.0211
122,0.0206
123,0.0215
124,0.0197
125,0.0204
126,0.0196
127,0.0178
128,0.0186
129,0.0164
130,0.0175
131,0.0175
132,0.0168
133,0.0166
134,0.0159
135,0.0139
136,0.0145
137,0.0144
138,0.0161
139,0.013
140,0.0161
141,0.013
142,0.0132
143,0.0131
144,0.0139
145,0.0125
146,0.014
147,0.0095
148,0.0105
149,0.0138
150,0.0114
151,0.0114
152,0.0121
153,0.0108
154,0.0111
155,0.0104
156,0.0124
157,0.0089
158,0.0091
159,0.0102
160,0.0092
161,0.0097
162,0.0104
163,0.0104
164,0.0087
165,0.0092
166,0.0102
167,0.0092
168,0.0107
169,0.0093
170,0.0074
171,0.008
172,0.0089
173,0.0087
174,0.0076
175,0.008
176,0.0071
177,0.0092
178,0.0075
179,0.0076
180,0.0062
181,0.0062
182,0.0072
183,0.0078
184,0.0069
185,0.0087
186,0.0074
187,0.007
188,0.0069
189,0.0048
190,0.0064
191,0.0069
192,0.0079
193,0.0066
194,0.0065
195,0.0066
196,0.0041
197,0.0046
198,0.006
199,0.0048
200,0.0054
201,0.0034
202,0.0046
203,0.0055
204,0.0049
205,0.0055
206,0.0054
207,0.0043
208,0.0049
209,0.0054
210,0.0044
211,0.0056
212,0.0049
213,0.0042
214,0.0036
215,0.0051
216,0.0048
217,0.004
218,0.0059
219,0.0035
220,0.0054
221,0.0028
222,0.0038
223,0.0027
224,0.0044
225,0.005
226,0.0036
227,0.0042
228,0.0031
229,0.0034
230,0.004
231,0.0033
232,0.0032
233,0.0033
234,0.0029
235,0.0038
236,0.0037
237,0.0033
238,0.0022
239,0.0029
240,0.0033
241,0.003
242,0.0041
243,0.003
244,0.0021
245,0.0021
246,0.0024
247,0.002
248,0.0023
249,0.0022
250,0.0019
251,0.0039
252,0.0025
253,0.002
254,0.0022
255,0.0022
256,0.002
257,0.0025
258,0.0029
259,0.0023
260,0.0018
261,0.0014
262,0.0024
263,0.0024
264,0.0022
265,0.0025
266,0.0026
267,0.0009
268,0.0024
269,0.0022
270,0.0021
271,0.0019
272,0.0019
273,0.002
274,0.0021
275,0.0021
276,0.0025
277,0.0014
278,0.002
279,0.002
280,0.003
281,0.0019
282,0.0019
283,0.0022
284,0.0015
285,0.0009
286,0.0012
287,0.0017
288,0.002
289,0.0012
290,0.001
291,0.001
292,0.0019
293,0.0011
294,0.0017
295,0.0014
296,0.0015
297,0.001
298,0.0011
299,0.0011
300,0.0017
301,0.0015
302,0.0009
303,0.0014
304,0.0012
305,0.0014
306,0.0007
307,0.0009
308,0.001
309,0.0012
310,0.0006
311,0.0009
312,0.001
313,0.0011
314,0.0015
315,0.0016
316,0.0007
317,0.0006
318,0.001
319,0.001
320,0.001
321,0.0011
322,0.0009
323,0.0008
324,0.0009
325,0.0008
326,0.0011
327,0.0011
328,0.0004
329,0.0007
330,0.0008
331,0.001
332,0.0008
333,0.0011
334,0.0005
335,0.0005
336,0.0011
337,0.0009
338,0.0008
339,0.0006
340,0.0008
341,0.0009
342,0.0009
343,0.0007
344,0.0007
345,0.0009
346,0.0006
347,0.0009
348,0.0008
349,0.0005
350,0.0007
351,0.0005
352,0.0002
353,0.0007
354,0.0005
355,0.0007
356,0.0007
357,0.0005
358,0.0005
359,0.0006
361,0.0006
362,0.0004
363,0.0006
364,0.0005
365,0.0006
366,0.0007
367,0.0006
368,0.0005
369,0.0008
370,0.0004
371,0.0007
372,0.0006
373,0.0007
374,0.0002
375,0.0005
376,0.0004
377,0.0005
378,0.0005
379,0.0004
380,0.0005
381,0.0003
382,0.0002
383,0.0002
384,0.0003
385,0.0005
386,0.0006
387,0.0002
388,0.0005
389,0.0002
390,0.0003
391,0.0004
392,0.0004
394,0.0004
395,0.0001
396,0.0002
397,0.0005
398,0.0003
399,0.0002
400,0.0001
401,0.0005
402,0.0003
403,0.0004
404,0.0004
405,0.0004
406,0.0005
407,0.0006
408,0.0002
409,0.0002
410,0.0002
411,0.0003
412,0.0006
413,0.0002
414,0.0003
415,0.0004
416,0.0002
417,0.0002
418,0.0003
419,0.0001
420,0.0002
421,0.0005
422,0.0001
423,0.0002
424,0.0003
426,0.0004
428,0.0002
429,0.0002
430,0.0003
431,0.0001
432,0.0002
434,0.0002
435,0.0005
436,0.0003
437,0.0002
438,0.0002
440,0.0002
441,0.0002
442,0.0001
443,0.0001
444,0.0001
445,0.0001
446,0.0003
447,0.0004
450,0.0002
452,0.0001
453,0.0003
455,0.0004
456,0.0003
457,0.0002
459,0.0001
461,0.0001
462,0.0003
463,0.0001
464,0.0003
465,0.0004
467,0.0001
468,0.0001
469,0.0003
471,0.0001
472,0.0002
473,0.0002
474,0.0002
475,0.0003
476,0.0001
478,0.0001
479,0.0001
480,0.0001
481,0.0001
482,0.0001
483,0.0002
484,0.0003
487,0.0001
489,0.0001
490,0.0001
491,0.0003
492,0.0001
493,0.0003
495,0.0002
496,0.0001
497,0.0001
498,0.0003
500,0.0001
502,0.0002
503,0.0001
504,0.0001
505,0.0002
508,0.0001
512,0.0002
520,0.0001
522,0.0001
524,0.0002
526,0.0004
528,0.0002
529,0.0001
535,0.0001
537,0.0002
540,0.0001
541,0.0001
545,0.0001
552,0.0001
555,0.0002
557,0.0001
562,0.0001
568,0.0001
572,0.0001
577,0.0001
580,0.0001
581,0.0001
583,0.0001
600,0.0001
615,0.0001
617,0.0001
633,0.0001
647,0.0001
673,0.0001
680,0.0001
706,0.0001
711,0.0001
857,0.0001
860,0.0001
