s,"n(s,p,L)"
1,115.1439
2,32.7844
3,20.6791
4,14.1171
5,10.115
6,7.6762
7,5.9685
8,4.7912
9,3.9748
10,3.2915
11,2.7806
12,2.3838
13,2.0434
14,1.7593
15,1.5691
16,1.3506
17,1.2124
18,1.0921
19,0.9753
20,0.8603
21,0.7718
22,0.6957
23,0.6324
24,0.5553
25,0.5115
26,0.4744
27,0.434
28,0.3957
29,0.3631
30,0.3371
31,0.2976
32,0.2756
33,0.2597
34,0.2405
35,0.2223
36,0.1956
37,0.1891
38,0.1681
39,0.1599
40,0.1492
41,0.1398
42,0.1223
43,0.1159
44,0.1117
45,0.1071
46,0.0933
47,0.09
48,0.0861
49,0.0737
50,0.0726
51,0.0662
52,0.061
53,0.0607
54,0.0554
55,0.0486
56,0.0491
57,0.0454
58,0.0416
59,0.0426
60,0.0396
61,0.0352
62,0.0343
63,0.0302
64,0.0311
65,0.0252
66,0.0242
67,0.0215
68,0.021
69,0.0204
70,0.0201
71,0.0208
72,0.0156
73,0.015
74,0.0179
75,0.0144
76,0.012
77,0.0143
78,0.0125
79,0.0117
80,0.0115
81,0.0102
82,0.0087
83,0.0098
84,0.0075
85,0.0084
86,0.0082
87,0.0074
88,0.0062
89,0.0071
90,0.0064
91,0.0071
92,0.0068
93,0.0056
94,0.005
95,0.0056
96,0.0046
97,0.0041
98,0.0041
99,0.0035
100,0.0042
101,0.0026
102,0.0028
103,0.0022
104,0.0026
105,0.0027
106,0.0026
107,0.0022
108,0.0016
109,0.002
110,0.0013
111,0.0015
112,0.0027
113,0.002
114,0.0017
115,0.0012
116,0.0015
117,0.0017
118,0.0015
119,0.0019
120,0.0022
121,0.0012
122,0.0009
123,0.0009
124,0.001
125,0.001
126,0.0009
127,0.0007
128,0.0009
129,0.001
130,0.0005
131,0.0004
132,0.0008
133,0.0007
134,0.0003
135,0.0005
136,0.0002
137,0.0005
138,0.001
139,0.0004
140,0.0002
141,0.0003
142,0.0006
143,0.0004
144,0.0008
145,0.0004
146,0.0005
147,0.0001
148,0.0002
149,0.0002
151,0.0002
152,0.0001
153,0.0003
154,0.0003
157,0.0001
158,0.0001
160,0.0004
161,0.0002
162,0.0002
163,0.0002
166,0.0001
167,0.0002
168,0.0001
169,0.0003
171,0.0004
173,0.0001
174,0.0001
178,0.0002
180,0.0002
182,0.0001
185,0.0001
186,0.0001
190,0.0001
192,0.0001
193,0.0001
195,0.0001
197,0.0001
210,0.0001
