s,"n(s,p,L)"
1,1.964
2,0.5249
3,0.3411
4,0.2305
5,0.1509
6,0.1194
7,0.1011
8,0.0799
9,0.0652
10,0.0585
11,0.0466
12,0.0421
13,0.0393
14,0.0304
15,0.0321
16,0.0273
17,0.0259
18,0.0262
19,0.0245
20,0.0234
21,0.0206
22,0.0186
23,0.0167
24,0.0185
25,0.0173
26,0.0146
27,0.0162
28,0.015
29,0.0153
30,0.0148
31,0.0143
32,0.0148
33,0.0165
34,0.0142
35,0.0165
36,0.0175
37,0.0139
38,0.0183
39,0.0167
40,0.0169
41,0.0175
42,0.0163
43,0.0153
44,0.0174
45,0.0171
46,0.0184
47,0.0199
48,0.0194
49,0.0219
50,0.0222
51,0.0205
52,0.0229
53,0.0237
54,0.0219
55,0.0257
56,0.0277
57,0.0274
58,0.0276
59,0.0295
60,0.0294
61,0.0279
62,0.0268
63,0.0276
64,0.0308
65,0.025
66,0.0214
67,0.0202
68,0.017
69,0.0185
70,0.0128
71,0.0123
72,0.0092
73,0.0061
74,0.0039
75,0.0033
76,0.0016
77,0.0016
78,0.001
79,0.0004
80,0.0001
