s,"n(s,p,L)"
1,3.6775
2,1.1103
3,0.7117
4,0.4871
5,0.3639
6,0.2721
7,0.2155
8,0.1819
9,0.1539
10,0.1272
11,0.108
12,0.0948
13,0.0848
14,0.0766
15,0.0685
16,0.0665
17,0.0549
18,0.0522
19,0.0483
20,0.0442
21,0.0409
22,0.042
23,0.0368
24,0.0342
25,0.0338
26,0.033
27,0.0303
28,0.0266
29,0.0262
30,0.0272
31,0.0232
32,0.023
33,0.0217
34,0.0198
35,0.0215
36,0.0202
37,0.0195
38,0.0181
39,0.0169
40,0.0161
41,0.0132
42,0.0153
43,0.0138
44,0.0179
45,0.0149
46,0.0128
47,0.011
48,0.0098
49,0.0098
50,0.01
51,0.0093
52,0.0086
53,0.0065
54,0.0063
55,0.0054
56,0.0055
57,0.0044
58,0.0034
59,0.0031
60,0.0027
61,0.0021
62,0.0015
63,0.0016
64,0.001
65,0.0011
66,0.0002
67,0.0006
68,0.0003
72,0.0001
74,0.0001
