s,"n(s,p,L)"
1,109.7305
2,30.9718
3,19.6201
4,13.2397
5,9.5802
6,7.3177
7,5.7029
8,4.5787
9,3.7492
10,3.1892
11,2.7249
12,2.3098
13,2.0352
14,1.7745
15,1.5436
16,1.3804
17,1.2131
18,1.0985
19,0.9617
20,0.865
21,0.7999
22,0.7118
23,0.6516
24,0.6035
25,0.5366
26,0.4949
27,0.4539
28,0.4195
29,0.3858
30,0.3525
31,0.3221
32,0.3005
33,0.2768
34,0.264
35,0.2409
36,0.2169
37,0.2015
38,0.1926
39,0.1809
40,0.1779
41,0.1575
42,0.1455
43,0.1399
44,0.1301
45,0.1191
46,0.1057
47,0.1073
48,0.1018
49,0.0905
50,0.0864
51,0.089
52,0.0832
53,0.0763
54,0.0726
55,0.0664
56,0.064
57,0.0601
58,0.051
59,0.0511
60,0.0463
61,0.0436
62,0.0454
63,0.0414
64,0.0403
65,0.0359
66,0.0318
67,0.0347
68,0.0357
69,0.0319
70,0.0292
71,0.0285
72,0.024
73,0.0246
74,0.0226
75,0.021
76,0.0203
77,0.0205
78,0.0159
79,0.0174
80,0.0154
81,0.0161
82,0.014
83,0.0141
84,0.0126
85,0.0137
86,0.0103
87,0.01
88,0.0103
89,0.0098
90,0.0104
91,0.0088
92,0.0073
93,0.007
94,0.0075
95,0.0075
96,0.0062
97,0.0071
98,0.0067
99,0.0067
100,0.006
101,0.0046
102,0.0053
103,0.0036
104,0.0049
105,0.0033
106,0.0045
107,0.0036
108,0.0037
109,0.0038
110,0.0027
111,0.0041
112,0.0029
113,0.0038
114,0.0025
115,0.0029
116,0.0034
117,0.0026
118,0.0023
119,0.0023
120,0.0021
121,0.0024
122,0.0025
123,0.0021
124,0.0017
125,0.0014
126,0.0012
127,0.0017
128,0.0015
129,0.0017
130,0.0012
131,0.002
132,0.0009
133,0.0012
134,0.0013
135,0.0013
136,0.0018
137,0.0008
138,0.0008
139,0.0008
140,0.0009
141,0.0003
142,0.0008
143,0.0008
144,0.0012
145,0.0008
146,0.0005
147,0.0009
148,0.001
149,0.0007
150,0.0007
151,0.0004
152,0.0003
153,0.0007
154,0.0004
155,0.0004
156,0.0003
157,0.0006
158,0.0002
159,0.0004
160,0.0005
161,0.0004
162,0.0003
164,0.0002
165,0.0003
166,0.0003
167,0.0002
168,0.0002
169,0.0002
170,0.0001
171,0.0003
172,0.0002
173,0.0002
174,0.0001
175,0.0004
177,0.0003
178,0.0001
179,0.0001
180,0.0001
181,0.0002
182,0.0001
183,0.0002
185,0.0004
187,0.0002
190,0.0002
191,0.0001
193,0.0002
194,0.0002
196,0.0003
198,0.0001
199,0.0001
202,0.0001
203,0.0001
204,0.0001
207,0.0001
208,0.0001
211,0.0001
219,0.0001
220,0.0001
222,0.0001
232,0.0001
303,0.0001
