s,"n(s,p,L)"
1,33.6309
2,6.6764
3,3.8756
4,2.4348
5,1.6503
6,1.1999
7,0.9042
8,0.7135
9,0.5792
10,0.4739
11,0.416
12,0.3404
13,0.2902
14,0.2489
15,0.2281
16,0.1976
17,0.1825
18,0.1559
19,0.1379
20,0.1281
21,0.1153
22,0.1034
23,0.0947
24,0.0884
25,0.0861
26,0.0823
27,0.073
28,0.0676
29,0.0644
30,0.0596
31,0.055
32,0.0545
33,0.0524
34,0.0503
35,0.0447
36,0.0399
37,0.0422
38,0.0401
39,0.0371
40,0.0328
41,0.0353
42,0.0288
43,0.0293
44,0.0268
45,0.0284
46,0.0252
47,0.0229
48,0.0235
49,0.0238
50,0.0203
51,0.0245
52,0.0201
53,0.0189
54,0.0192
55,0.0153
56,0.0189
57,0.0184
58,0.0184
59,0.0146
60,0.0163
61,0.0147
62,0.0144
63,0.0149
64,0.0115
65,0.0134
66,0.0118
67,0.0148
68,0.012
69,0.0116
70,0.0112
71,0.0125
72,0.0124
73,0.0128
74,0.0122
75,0.0102
76,0.0123
77,0.0116
78,0.0105
79,0.0088
80,0.0096
81,0.0101
82,0.01
83,0.0086
84,0.0079
85,0.0096
86,0.0073
87,0.0086
88,0.0079
89,0.008
90,0.0066
91,0.0061
92,0.0079
93,0.0078
94,0.0068
95,0.0056
96,0.0059
97,0.0064
98,0.0056
99,0.0057
100,0.0076
101,0.0043
102,0.0059
103,0.0073
104,0.0051
105,0.0044
106,0.0047
107,0.0052
108,0.0051
109,0.0049
110,0.0049
111,0.0043
112,0.0047
113,0.0049
114,0.0046
115,0.0047
116,0.004
117,0.0035
118,0.0046
119,0.0037
120,0.0041
121,0.0037
122,0.0041
123,0.0037
124,0.0037
125,0.0042
126,0.0034
127,0.0042
128,0.0042
129,0.0035
130,0.0024
131,0.0033
132,0.0033
133,0.0033
134,0.0039
135,0.0032
136,0.0028
137,0.0047
138,0.0018
139,0.0023
140,0.0025
141,0.0038
142,0.003
143,0.0031
144,0.0024
145,0.0032
146,0.0024
